Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0027626,Neoplasm Invasiveness,,-7.3,5.9,7.9,30337,193,400,15,3.8,0.95,240|3162|3553|3557|3678|4318|5328|5329|6347|6615|7099|7538|7852|9510|9839,ALOX5|HMOX1|IL1B|IL1RN|ITGA5|MMP9|PLAU|PLAUR|CCL2|SNAI1|TLR4|ZFP36|CXCR4|ADAMTS1|ZEB2,-5.5,DEGs
DisGeNET,35,C0085109,Corneal Neovascularization,,-7.3,7.8,8.5,30337,117,400,12,3,0.85,2321|3383|3553|3557|3576|3860|4318|6347|7099|7852|10804|10894,FLT1|ICAM1|IL1B|IL1RN|CXCL8|KRT13|MMP9|CCL2|TLR4|CXCR4|GJB6|LYVE1,-5.5,DEGs
DisGeNET,35,C0010414,Infection by Cryptococcus neoformans,,-7.3,6.4,8,30337,167,400,14,3.5,0.92,383|1118|2212|2215|3383|3689|4318|5788|5806|7454|29986|64581|114548|338339,ARG1|CHIT1|FCGR2A|FCGR3B|ICAM1|ITGB2|MMP9|PTPRC|PTX3|WAS|SLC39A2|CLEC7A|NLRP3|CLEC4D,-5.5,DEGs
DisGeNET,35,C0005940,Bone Diseases,,-7.3,4.5,7.3,30337,317,400,19,4.8,1.1,654|944|1230|1903|3552|3553|3557|3576|4318|5265|5806|6347|6364|6696|7099|7439|7538|7852|8740,BMP6|TNFSF8|CCR1|S1PR3|IL1A|IL1B|IL1RN|CXCL8|MMP9|SERPINA1|PTX3|CCL2|CCL20|SPP1|TLR4|BEST1|ZFP36|CXCR4|TNFSF14,-5.5,DEGs
DisGeNET,35,C0036982,"Shock, Hemorrhagic",,-7.3,15,10,30337,41,400,8,2,0.7,133|1268|3162|3240|3383|3552|3553|3586,ADM|CNR1|HMOX1|HP|ICAM1|IL1A|IL1B|IL10,-5.5,DEGs
DisGeNET,35,C1096155,Macrophage Activation Syndrome,,-7.2,12,9.6,30337,57,400,9,2.2,0.74,3552|3553|3557|3586|4210|7099|7133|8809|58484,IL1A|IL1B|IL1RN|IL10|MEFV|TLR4|TNFRSF1B|IL18R1|NLRC4,-5.5,DEGs
DisGeNET,35,C0341439,Chronic liver disease,,-7.2,5.8,7.8,30337,196,400,15,3.8,0.95,929|3383|3553|3586|4318|5265|6347|6374|6696|7099|7852|9021|9510|57817|114548,CD14|ICAM1|IL1B|IL10|MMP9|SERPINA1|CCL2|CXCL5|SPP1|TLR4|CXCR4|SOCS3|ADAMTS1|HAMP|NLRP3,-5.5,DEGs
DisGeNET,35,C0263361,Psoriasis vulgaris,,-7.2,5.1,7.5,30337,255,400,17,4.2,1,820|838|929|2215|3162|3553|3557|3576|3586|3687|3689|4311|4318|6347|7099|90134|114548,CAMP|CASP5|CD14|FCGR3B|HMOX1|IL1B|IL1RN|CXCL8|IL10|ITGAX|ITGB2|MME|MMP9|CCL2|TLR4|KCNH7|NLRP3,-5.5,DEGs
PaGenBase,36,PGB:00093,Cell-specific: Vaginal Epithelial,,-7.2,19,11,30337,28,400,7,1.8,0.66,101|5650|6279|6707|7378|26085|51458,ADAM8|KLK7|S100A8|SPRR3|UPP1|KLK13|RHCG,-5.5,DEGs
DisGeNET,35,C0919747,Cytokine storm,,-7.2,8.6,8.7,30337,97,400,11,2.8,0.82,3553|3557|3586|3684|3689|5008|7099|8875|9021|114548|124599,IL1B|IL1RN|IL10|ITGAM|ITGB2|OSM|TLR4|VNN2|SOCS3|NLRP3|CD300LB,-5.4,DEGs
DisGeNET,35,C0023532,"Leukoplakia, Oral",,-7.2,6.8,8.1,30337,144,400,13,3.2,0.89,3553|3576|3853|3854|3861|3868|4210|4318|5743|6615|9308|10804|140885,IL1B|CXCL8|KRT6A|KRT6B|KRT14|KRT16|MEFV|MMP9|PTGS2|SNAI1|CD83|GJB6|SIRPA,-5.4,DEGs
DisGeNET,35,C0521585,Gastrointestinal mucositis,,-7.1,8.5,8.6,30337,98,400,11,2.8,0.82,978|2012|3274|3552|3553|3557|3586|4317|7099|8140|80740,CDA|EMP1|HRH2|IL1A|IL1B|IL1RN|IL10|MMP8|TLR4|SLC7A5|LY6G6C,-5.4,DEGs
DisGeNET,35,C0238461,Anaplastic thyroid carcinoma,,-7.1,4.1,7.1,30337,392,400,21,5.2,1.1,1178|2353|3383|3576|3586|3640|4311|4318|5328|5473|5743|6279|6280|6347|6615|7852|8140|8809|9021|10763|652995,CLC|FOS|ICAM1|CXCL8|IL10|INSL3|MME|MMP9|PLAU|PPBP|PTGS2|S100A8|S100A9|CCL2|SNAI1|CXCR4|SLC7A5|IL18R1|SOCS3|NES|UCA1,-5.4,DEGs
DisGeNET,35,C0542476,Forgetful,,-7.1,3.9,7,30337,429,400,22,5.5,1.1,240|719|728|793|1230|1268|2866|3552|3553|3576|3586|3684|3689|4210|4311|5743|6280|6700|7099|11202|25797|58484,ALOX5|C3AR1|C5AR1|CALB1|CCR1|CNR1|GPR42|IL1A|IL1B|CXCL8|IL10|ITGAM|ITGB2|MEFV|MME|PTGS2|S100A9|SPRR2A|TLR4|KLK8|QPCT|NLRC4,-5.4,DEGs
DisGeNET,35,C1332201,Adult Diffuse Large B-Cell Lymphoma,,-7.1,3.6,6.8,30337,504,400,24,6,1.2,597|943|951|1901|2212|2321|3552|3586|3718|4084|4311|5142|5743|5788|6347|6696|6698|7133|7852|9021|11314|23135|80739|115727,BCL2A1|TNFRSF8|CD37|S1PR1|FCGR2A|FLT1|IL1A|IL10|JAK3|MXD1|MME|PDE4B|PTGS2|PTPRC|CCL2|SPP1|SPRR1A|TNFRSF1B|CXCR4|SOCS3|CD300A|KDM6B|MPIG6B|RASGRP4,-5.3,DEGs
DisGeNET,35,C2721603,Henoch-Schonlein purpura nephritis,,-7.1,18,11,30337,29,400,7,1.8,0.66,3552|3553|3557|3576|3586|4318|6347,IL1A|IL1B|IL1RN|CXCL8|IL10|MMP9|CCL2,-5.3,DEGs
DisGeNET,35,C0007138,"Carcinoma, Transitional Cell",,-7.1,3.3,6.7,30337,622,400,27,6.8,1.3,1084|1268|2212|2321|3162|3274|3553|3576|3624|3678|3861|4311|4318|4589|5328|5329|5341|5743|6280|7056|7130|8140|9021|55824|57817|81793|652995,CEACAM3|CNR1|FCGR2A|FLT1|HMOX1|HRH2|IL1B|CXCL8|INHBA|ITGA5|KRT14|MME|MMP9|MUC7|PLAU|PLAUR|PLEK|PTGS2|S100A9|THBD|TNFAIP6|SLC7A5|SOCS3|PAG1|HAMP|TLR10|UCA1,-5.3,DEGs
DisGeNET,35,C0085582,Retrobulbar Neuritis,,-7.1,25,12,30337,18,400,6,1.5,0.61,1230|3586|4210|7099|58484|114548,CCR1|IL10|MEFV|TLR4|NLRC4|NLRP3,-5.3,DEGs
DisGeNET,35,C1850383,"Neuropathy, Painful",,-7.1,25,12,30337,18,400,6,1.5,0.61,3552|3553|3576|3586|7056|114548,IL1A|IL1B|CXCL8|IL10|THBD|NLRP3,-5.3,DEGs
DisGeNET,35,C0035851,Root Resorption,,-7.1,14,9.9,30337,43,400,8,2,0.7,383|3552|3553|3557|3586|3861|5743|6696,ARG1|IL1A|IL1B|IL1RN|IL10|KRT14|PTGS2|SPP1,-5.3,DEGs
DisGeNET,35,C1318544,M5b Acute differentiated monocytic leukemia,,-7.1,7.5,8.3,30337,122,400,12,3,0.85,2353|3383|3553|3576|3684|3689|4354|4542|6280|7056|7099|140885,FOS|ICAM1|IL1B|CXCL8|ITGAM|ITGB2|MPP1|MYO1F|S100A9|THBD|TLR4|SIRPA,-5.3,DEGs
DisGeNET,35,C0745103,Hyperlipoproteinemia Type IIa,,-7.1,5.7,7.7,30337,201,400,15,3.8,0.95,240|241|722|3383|3553|3576|3577|3689|4318|4973|6283|7056|7133|27036|221692,ALOX5|ALOX5AP|C4BPA|ICAM1|IL1B|CXCL8|CXCR1|ITGB2|MMP9|OLR1|S100A12|THBD|TNFRSF1B|SIGLEC7|PHACTR1,-5.3,DEGs
DisGeNET,35,C0018081,Gonorrhea,,-7.1,4.9,7.4,30337,261,400,17,4.2,1,133|722|1084|1441|2012|3576|3586|4146|4311|4317|4318|5265|5743|6696|7099|9021|9839,ADM|C4BPA|CEACAM3|CSF3R|EMP1|CXCL8|IL10|MATN1|MME|MMP8|MMP9|SERPINA1|PTGS2|SPP1|TLR4|SOCS3|ZEB2,-5.3,DEGs
DisGeNET,35,C1969372,Tubulointerstitial fibrosis,,-7.1,4.4,7.2,30337,327,400,19,4.8,1.1,133|719|728|3383|3552|3553|3576|4318|5008|6279|6347|6354|6615|6696|7099|9021|9510|9839|114548,ADM|C3AR1|C5AR1|ICAM1|IL1A|IL1B|CXCL8|MMP9|OSM|S100A8|CCL2|CCL7|SNAI1|SPP1|TLR4|SOCS3|ADAMTS1|ZEB2|NLRP3,-5.3,DEGs
DisGeNET,35,C0162309,Adrenoleukodystrophy,,-7,4.6,7.3,30337,294,400,18,4.5,1,728|929|1118|1268|3162|3290|3552|3553|3557|3586|6347|6696|7099|9021|9839|10135|57817|84649,C5AR1|CD14|CHIT1|CNR1|HMOX1|HSD11B1|IL1A|IL1B|IL1RN|IL10|CCL2|SPP1|TLR4|SOCS3|ZEB2|NAMPT|HAMP|DGAT2,-5.3,DEGs
DisGeNET,35,C0340629,Aortic aneurysm without mention of rupture NOS,,-7,8.3,8.5,30337,100,400,11,2.8,0.82,240|1839|3240|3557|3586|4318|6280|6283|6347|6696|7099,ALOX5|HBEGF|HP|IL1RN|IL10|MMP9|S100A9|S100A12|CCL2|SPP1|TLR4,-5.3,DEGs
COVID,200,COVID268,RNA_Wilk_CD16+Monocytes_patient-C5_Up,,-7,8.3,8.5,30337,100,400,11,2.8,0.82,929|1230|2012|2867|3684|4001|4354|8685|10894|140885|200315,CD14|CCR1|EMP1|FFAR2|ITGAM|LMNB1|MPP1|MARCO|LYVE1|SIRPA|APOBEC3A,-5.3,DEGs
DisGeNET,35,C0151936,Disorder of tendon,,-7,9.6,8.8,30337,79,400,10,2.5,0.78,654|722|3552|3553|4317|4318|6279|6280|6283|6696,BMP6|C4BPA|IL1A|IL1B|MMP8|MMP9|S100A8|S100A9|S100A12|SPP1,-5.3,DEGs
DisGeNET,35,C0004610,Bacteremia,,-7,5.2,7.5,30337,232,400,16,4,0.98,2012|3552|3553|3557|3576|3586|3684|3689|5743|5866|6347|6696|7099|7538|57817|114548,EMP1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGAM|ITGB2|PTGS2|RAB3IL1|CCL2|SPP1|TLR4|ZFP36|HAMP|NLRP3,-5.3,DEGs
DisGeNET,35,C0856742,Post MI,,-7,5.6,7.6,30337,203,400,15,3.8,0.95,383|2321|2358|3162|3552|3553|3586|4318|5743|6347|6696|7099|10763|23569|26253,ARG1|FLT1|FPR2|HMOX1|IL1A|IL1B|IL10|MMP9|PTGS2|CCL2|SPP1|TLR4|NES|PADI4|CLEC4E,-5.3,DEGs
DisGeNET,35,C0037286,Skin Neoplasms,,-7,4.2,7,30337,363,400,20,5,1.1,133|943|1268|1824|2069|2321|3552|3553|4311|4318|4327|5653|5743|6279|6280|7133|8843|9021|10763|11240,ADM|TNFRSF8|CNR1|DSC2|EREG|FLT1|IL1A|IL1B|MME|MMP9|MMP19|KLK6|PTGS2|S100A8|S100A9|TNFRSF1B|HCAR3|SOCS3|NES|PADI2,-5.3,DEGs
DisGeNET,35,C0853879,Invasive carcinoma of breast,,-7,3.7,6.8,30337,472,400,23,5.8,1.2,133|240|943|2321|2358|3576|3586|3598|3861|4318|5008|5328|5653|5743|5837|6615|6926|7099|7538|7852|23135|30817|50486,ADM|ALOX5|TNFRSF8|FLT1|FPR2|CXCL8|IL10|IL13RA2|KRT14|MMP9|OSM|PLAU|KLK6|PTGS2|PYGM|SNAI1|TBX3|TLR4|ZFP36|CXCR4|KDM6B|ADGRE2|G0S2,-5.3,DEGs
DisGeNET,35,C0220644,Childhood Hodgkin Lymphoma,,-7,4,7,30337,399,400,21,5.2,1.1,399|943|944|1268|2215|3142|3383|3586|3598|4210|4318|5743|5788|6402|6688|7099|7133|7852|9308|10135|23135,RHOH|TNFRSF8|TNFSF8|CNR1|FCGR3B|HLX|ICAM1|IL10|IL13RA2|MEFV|MMP9|PTGS2|PTPRC|SELL|SPI1|TLR4|TNFRSF1B|CXCR4|CD83|NAMPT|KDM6B,-5.3,DEGs
DisGeNET,35,C0870082,Hyperkeratosis,,-7,6,7.7,30337,176,400,14,3.5,0.92,3552|3553|3557|3853|3860|3861|3868|5650|7133|11202|64581|286887|348938|643418,IL1A|IL1B|IL1RN|KRT6A|KRT13|KRT14|KRT16|KLK7|TNFRSF1B|KLK8|CLEC7A|KRT6C|NIPAL4|LIPN,-5.3,DEGs
DisGeNET,35,C1568272,Tendinopathy,,-7,9.5,8.8,30337,80,400,10,2.5,0.78,654|722|3552|3553|4317|4318|6279|6280|6283|6696,BMP6|C4BPA|IL1A|IL1B|MMP8|MMP9|S100A8|S100A9|S100A12|SPP1,-5.3,DEGs
DisGeNET,35,C0403416,Idiopathic crescentic glomerulonephritis,,-7,9.5,8.8,30337,80,400,10,2.5,0.78,2212|2215|2353|2354|3552|3553|3718|4318|6347|6696,FCGR2A|FCGR3B|FOS|FOSB|IL1A|IL1B|JAK3|MMP9|CCL2|SPP1,-5.3,DEGs
DisGeNET,35,C0600327,Toxic Shock Syndrome,,-7,11,9.2,30337,61,400,9,2.2,0.74,133|728|3162|3553|3576|3586|6364|6402|54210,ADM|C5AR1|HMOX1|IL1B|CXCL8|IL10|CCL20|SELL|TREM1,-5.2,DEGs
DisGeNET,35,C0278764,Adult Burkitt Lymphoma,,-7,3.7,6.8,30337,475,400,23,5.8,1.2,240|597|654|943|944|969|2215|2268|3383|3553|3586|3598|3689|4311|5743|5788|6364|7852|8807|8809|30817|140885|338339,ALOX5|BCL2A1|BMP6|TNFRSF8|TNFSF8|CD69|FCGR3B|FGR|ICAM1|IL1B|IL10|IL13RA2|ITGB2|MME|PTGS2|PTPRC|CCL20|CXCR4|IL18RAP|IL18R1|ADGRE2|SIRPA|CLEC4D,-5.2,DEGs
DisGeNET,35,C0240066,Iron deficiency,,-6.9,6,7.7,30337,178,400,14,3.5,0.92,383|3162|3240|3552|3553|3576|4318|6280|6556|7133|7538|27036|57817|116448,ARG1|HMOX1|HP|IL1A|IL1B|CXCL8|MMP9|S100A9|SLC11A1|TNFRSF1B|ZFP36|SIGLEC7|HAMP|OLIG1,-5.2,DEGs
DisGeNET,35,C0751324,"Multiple Sclerosis, Acute Fulminating",,-6.9,13,9.7,30337,45,400,8,2,0.7,1268|3383|3553|3557|3586|6556|8740|114548,CNR1|ICAM1|IL1B|IL1RN|IL10|SLC11A1|TNFSF14|NLRP3,-5.2,DEGs
DisGeNET,35,C1541923,Infective endocarditis,,-6.9,11,9.1,30337,62,400,9,2.2,0.74,366|2212|3383|3553|3586|6347|7099|54210|171389,AQP9|FCGR2A|ICAM1|IL1B|IL10|CCL2|TLR4|TREM1|NLRP6,-5.2,DEGs
COVID,200,COVID010,RNA_Blanco-Melo_A549-ACE2_Up,,-6.9,4.6,7.1,30337,300,400,18,4.5,1,1959|2069|2353|2354|3383|4084|5142|5743|6347|6364|6374|7538|8870|9021|23135|23237|64651|170954,EGR2|EREG|FOS|FOSB|ICAM1|MXD1|PDE4B|PTGS2|CCL2|CCL20|CXCL5|ZFP36|IER3|SOCS3|KDM6B|ARC|CSRNP1|PPP1R18,-5.2,DEGs
COVID,200,COVID024,RNA_Keller_B-cells-Infected_CD21pos_Up,,-6.9,4.6,7.1,30337,300,400,18,4.5,1,969|1268|1378|1901|2321|3142|5142|6402|6753|7852|9021|9308|56978|79865|80183|115350|117289|348938,CD69|CNR1|CR1|S1PR1|FLT1|HLX|PDE4B|SELL|SSTR3|CXCR4|SOCS3|CD83|PRDM8|TREML2|RUBCNL|FCRL1|TAGAP|NIPAL4,-5.2,DEGs
DisGeNET,35,C0009447,Common Variable Immunodeficiency,,-6.9,5.5,7.5,30337,207,400,15,3.8,0.95,929|943|969|1118|2212|2215|3586|3684|3687|5265|5788|7099|7133|8809|91662,CD14|TNFRSF8|CD69|CHIT1|FCGR2A|FCGR3B|IL10|ITGAM|ITGAX|SERPINA1|PTPRC|TLR4|TNFRSF1B|IL18R1|NLRP12,-5.2,DEGs
DisGeNET,35,C1395512,Placental dysfunction,,-6.9,17,10,30337,31,400,7,1.8,0.66,2268|2321|2358|3162|3552|3553|7056,FGR|FLT1|FPR2|HMOX1|IL1A|IL1B|THBD,-5.2,DEGs
DisGeNET,35,C0281361,Adenocarcinoma of pancreas,,-6.9,3.5,6.7,30337,518,400,24,6,1.2,133|240|1084|1089|3383|3552|3553|3576|4046|4318|4589|4923|5265|5328|5743|6402|6696|7099|7852|9173|10288|23569|28231|84651,ADM|ALOX5|CEACAM3|CEACAM4|ICAM1|IL1A|IL1B|CXCL8|LSP1|MMP9|MUC7|NTSR1|SERPINA1|PLAU|PTGS2|SELL|SPP1|TLR4|CXCR4|IL1RL1|LILRB2|PADI4|SLCO4A1|SPINK7,-5.2,DEGs
DisGeNET,35,C0409952,Idiopathic osteoarthritis,,-6.9,11,9,30337,63,400,9,2.2,0.74,3055|3552|3553|4210|5265|6696|7130|10135|81793,HCK|IL1A|IL1B|MEFV|SERPINA1|SPP1|TNFAIP6|NAMPT|TLR10,-5.1,DEGs
DisGeNET,35,C1384584,Generalized osteoarthritis,,-6.9,11,9,30337,63,400,9,2.2,0.74,3055|3552|3553|4210|5265|6696|7130|10135|81793,HCK|IL1A|IL1B|MEFV|SERPINA1|SPP1|TNFAIP6|NAMPT|TLR10,-5.1,DEGs
DisGeNET,35,C0678202,Regional enteritis,,-6.8,13,9.6,30337,46,400,8,2,0.7,2358|3586|4689|6347|6556|7099|114548|117289,FPR2|IL10|NCF4|CCL2|SLC11A1|TLR4|NLRP3|TAGAP,-5.1,DEGs
DisGeNET,35,C4310620,Yao syndrome,,-6.8,61,15,30337,5,400,4,1,0.5,4210|6283|91662|114548,MEFV|S100A12|NLRP12|NLRP3,-5.1,DEGs
DisGeNET,35,C4531013,Light induced retinopathy,,-6.8,61,15,30337,5,400,4,1,0.5,929|3162|3553|114548,CD14|HMOX1|IL1B|NLRP3,-5.1,DEGs
PaGenBase,36,PGB:00013,Tissue-specific: skin,,-6.8,5.4,7.4,30337,210,400,15,3.8,0.95,1824|1830|3853|3854|3861|3868|5650|6698|6699|8796|11202|25818|27076|54544|80740,DSC2|DSG3|KRT6A|KRT6B|KRT14|KRT16|KLK7|SPRR1A|SPRR1B|SCEL|KLK8|KLK5|LYPD3|CRCT1|LY6G6C,-5.1,DEGs
DisGeNET,35,C0282193,Iron Overload,,-6.8,5,7.3,30337,241,400,16,4,0.98,240|654|1118|3162|3240|3383|3576|3586|4589|5265|6347|6556|6696|6700|7099|57817,ALOX5|BMP6|CHIT1|HMOX1|HP|ICAM1|CXCL8|IL10|MUC7|SERPINA1|CCL2|SLC11A1|SPP1|SPRR2A|TLR4|HAMP,-5.1,DEGs
DisGeNET,35,C0751956,Acute Cerebrovascular Accidents,,-6.8,6.4,7.7,30337,155,400,13,3.2,0.89,383|1084|3383|3552|3553|3557|4318|4973|5328|5473|5743|6926|7099,ARG1|CEACAM3|ICAM1|IL1A|IL1B|IL1RN|MMP9|OLR1|PLAU|PPBP|PTGS2|TBX3|TLR4,-5.1,DEGs
TRRUST,34,TRR00342,Regulated by: FOS,,-6.8,11,8.9,30337,64,400,9,2.2,0.74,2353|3552|3576|4318|5328|5329|5743|6688|6707,FOS|IL1A|CXCL8|MMP9|PLAU|PLAUR|PTGS2|SPI1|SPRR3,-5.1,DEGs
DisGeNET,35,C0020452,Hyperemia,,-6.8,11,8.9,30337,64,400,9,2.2,0.74,2316|3274|3553|3586|3689|4318|5008|5743|5806,FLNA|HRH2|IL1B|IL10|ITGB2|MMP9|OSM|PTGS2|PTX3,-5.1,DEGs
DisGeNET,35,C0079293,Epidermolysis Bullosa Acquisita,,-6.8,17,10,30337,32,400,7,1.8,0.66,728|3557|3684|4146|6279|6280|6402,C5AR1|IL1RN|ITGAM|MATN1|S100A8|S100A9|SELL,-5.1,DEGs
DisGeNET,35,C0683381,inflammatory joint disease,,-6.8,17,10,30337,32,400,7,1.8,0.66,1441|3552|3553|3576|5008|6347|9021,CSF3R|IL1A|IL1B|CXCL8|OSM|CCL2|SOCS3,-5.1,DEGs
DisGeNET,35,C0729777,Corneal Infection,,-6.8,23,11,30337,20,400,6,1.5,0.61,929|3552|3553|3579|6279|7099,CD14|IL1A|IL1B|CXCR2|S100A8|TLR4,-5.1,DEGs
DisGeNET,35,C0342731,Deficiency of mevalonate kinase,,-6.8,23,11,30337,20,400,6,1.5,0.61,3552|3553|4210|9051|58484|114548,IL1A|IL1B|MEFV|PSTPIP1|NLRC4|NLRP3,-5.1,DEGs
DisGeNET,35,C0395866,Recurrent acute otitis media,,-6.8,34,13,30337,11,400,5,1.2,0.56,929|3552|3576|3586|7099,CD14|IL1A|CXCL8|IL10|TLR4,-5.1,DEGs
DisGeNET,35,C0085652,Pyoderma Gangrenosum,,-6.8,13,9.4,30337,47,400,8,2,0.7,1308|3576|3577|3579|3718|4210|9051|114548,COL17A1|CXCL8|CXCR1|CXCR2|JAK3|MEFV|PSTPIP1|NLRP3,-5.1,DEGs
DisGeNET,35,C0016059,Fibrosis,,-6.8,5.8,7.5,30337,184,400,14,3.5,0.92,929|1118|3162|3383|3553|3557|3576|3586|4318|5743|6347|6696|7099|9021,CD14|CHIT1|HMOX1|ICAM1|IL1B|IL1RN|CXCL8|IL10|MMP9|PTGS2|CCL2|SPP1|TLR4|SOCS3,-5,DEGs
DisGeNET,35,C0020507,Hyperplasia,,-6.7,6.9,7.9,30337,131,400,12,3,0.85,1839|2358|3162|3640|4318|5328|5329|5743|6280|7538|7852|8140,HBEGF|FPR2|HMOX1|INSL3|MMP9|PLAU|PLAUR|PTGS2|S100A9|ZFP36|CXCR4|SLC7A5,-5,DEGs
DisGeNET,35,C0003165,Anthracosis,,-6.7,11,8.9,30337,65,400,9,2.2,0.74,3552|3553|3557|3586|5743|6347|6696|8809|114548,IL1A|IL1B|IL1RN|IL10|PTGS2|CCL2|SPP1|IL18R1|NLRP3,-5,DEGs
Cell Type Signatures,7,M40077,DESCARTES MAIN FETAL LYMPHOID CELLS,,-6.7,6.3,7.7,30337,157,400,13,3.2,0.89,752|951|969|7852|8698|8807|9437|9595|64333|115350|117289|266747|654817,FMNL1|CD37|CD69|CXCR4|S1PR4|IL18RAP|NCR1|CYTIP|ARHGAP9|FCRL1|TAGAP|RGL4|NCF1C,-5,DEGs
DisGeNET,35,C0014869,Peptic Esophagitis,,-6.7,8.9,8.5,30337,85,400,10,2.5,0.78,3162|3274|3553|3557|3576|3577|3579|3586|5743|6347,HMOX1|HRH2|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|PTGS2|CCL2,-5,DEGs
DisGeNET,35,C0014335,Enteritis,,-6.7,8.9,8.5,30337,85,400,10,2.5,0.78,2353|2354|3383|3553|3576|3586|4318|6688|7099|57817,FOS|FOSB|ICAM1|IL1B|CXCL8|IL10|MMP9|SPI1|TLR4|HAMP,-5,DEGs
DisGeNET,35,C0086981,Sicca Syndrome,,-6.7,6.9,7.8,30337,132,400,12,3,0.85,366|654|2212|3162|3383|3553|3576|3586|3689|4318|7056|653361,AQP9|BMP6|FCGR2A|HMOX1|ICAM1|IL1B|CXCL8|IL10|ITGB2|MMP9|THBD|NCF1,-5,DEGs
DisGeNET,35,C0598608,Hyperhomocysteinemia,,-6.7,4.9,7.2,30337,246,400,16,4,0.98,240|3162|3290|3383|3553|4210|4318|4973|5743|6347|6573|6696|7056|7099|10603|114548,ALOX5|HMOX1|HSD11B1|ICAM1|IL1B|MEFV|MMP9|OLR1|PTGS2|CCL2|SLC19A1|SPP1|THBD|TLR4|SH2B2|NLRP3,-5,DEGs
COVID,200,COVID023,RNA_Keller_B-cells-Infected_CD21pos_Down,,-6.7,4.6,7,30337,278,400,17,4.2,1,2268|3055|3162|3687|3689|3937|4542|5341|6556|7133|8875|9473|9839|10288|27128|81793|126364,FGR|HCK|HMOX1|ITGAX|ITGB2|LCP2|MYO1F|PLEK|SLC11A1|TNFRSF1B|VNN2|THEMIS2|ZEB2|LILRB2|CYTH4|TLR10|LRRC25,-5,DEGs
DisGeNET,35,C0729531,Viral respiratory infection,,-6.7,16,10,30337,33,400,7,1.8,0.66,3553|3586|6347|9437|58484|64581|114548,IL1B|IL10|CCL2|NCR1|NLRC4|CLEC7A|NLRP3,-5,DEGs
DisGeNET,35,C0036685,"Septicaemia due to gram-negative organism, unspecified",,-6.7,16,10,30337,33,400,7,1.8,0.66,929|1118|2215|3553|3586|7099|8993,CD14|CHIT1|FCGR3B|IL1B|IL10|TLR4|PGLYRP1,-5,DEGs
DisGeNET,35,C1853118,Severe congenital neutropenia,,-6.7,10,8.8,30337,66,400,9,2.2,0.74,820|1441|3552|3553|3579|5880|6280|7454|10135,CAMP|CSF3R|IL1A|IL1B|CXCR2|RAC2|S100A9|WAS|NAMPT,-5,DEGs
DisGeNET,35,C0746102,Chronic lung disease,,-6.7,6.8,7.8,30337,133,400,12,3,0.85,1084|2212|2321|3553|3576|3586|4318|5265|6347|6696|57817|114548,CEACAM3|FCGR2A|FLT1|IL1B|CXCL8|IL10|MMP9|SERPINA1|CCL2|SPP1|HAMP|NLRP3,-5,DEGs
DisGeNET,35,C0153014,Non-arthropod borne lymphocytic choriomeningitis,,-6.7,6.8,7.8,30337,133,400,12,3,0.85,133|943|1959|2207|3576|3586|6280|6347|6402|7099|7454|54210,ADM|TNFRSF8|EGR2|FCER1G|CXCL8|IL10|S100A9|CCL2|SELL|TLR4|WAS|TREM1,-5,DEGs
Cell Type Signatures,7,M39128,AIZARANI LIVER C29 MVECS 2,,-6.6,4.4,6.9,30337,313,400,18,4.5,1,1839|1901|2012|2321|2354|3678|6781|7056|7099|7378|9021|9173|9510|10581|22918|23135|57458|85450,HBEGF|S1PR1|EMP1|FLT1|FOSB|ITGA5|STC1|THBD|TLR4|UPP1|SOCS3|IL1RL1|ADAMTS1|IFITM2|CD93|KDM6B|TMCC3|ITPRIP,-4.9,DEGs
DisGeNET,35,C0023492,"Leukemia, T-Cell",,-6.6,3.7,6.6,30337,457,400,22,5.5,1.1,597|654|943|2215|2353|2866|3383|3552|3553|3586|3689|3718|4318|4354|5341|6347|6402|7133|7852|8843|27036|115727,BCL2A1|BMP6|TNFRSF8|FCGR3B|FOS|GPR42|ICAM1|IL1A|IL1B|IL10|ITGB2|JAK3|MMP9|MPP1|PLEK|CCL2|SELL|TNFRSF1B|CXCR4|HCAR3|SIGLEC7|RASGRP4,-4.9,DEGs
DisGeNET,35,C1858361,"Pyogenic Arthritis, Pyoderma Gangrenosum and Acne",,-6.6,22,11,30337,21,400,6,1.5,0.61,3552|3553|4210|6279|9051|114548,IL1A|IL1B|MEFV|S100A8|PSTPIP1|NLRP3,-4.9,DEGs
DisGeNET,35,C1262117,Fungal keratitis,,-6.6,22,11,30337,21,400,6,1.5,0.61,3383|4318|6347|7099|26253|64581,ICAM1|MMP9|CCL2|TLR4|CLEC4E|CLEC7A,-4.9,DEGs
Cell Type Signatures,7,M39133,AIZARANI LIVER C34 MHC II POS B CELLS,,-6.6,6.8,7.8,30337,134,400,12,3,0.85,951|1960|2124|4050|6402|7852|9308|79930|80183|81793|115350|653361,CD37|EGR3|EVI2B|LTB|SELL|CXCR4|CD83|DOK3|RUBCNL|TLR10|FCRL1|NCF1,-4.9,DEGs
