chr,start,end,n,width
chr2,3377746,3380009,35,2263
chr2,3387670,3390162,39,2492
chr2,3448756,3450545,13,1789
chr2,3453086,3453609,7,523
chr2,3459764,3461348,12,1584
chr2,3482269,3483249,24,980
chr2,3485358,3485447,5,89
chr2,3489154,3489568,6,414
chr2,3494425,3494653,6,228
chr2,3517493,3519616,73,2123
chr2,3536366,3536899,7,533
chr2,3558098,3560662,38,2564
chr2,3564942,3565087,8,145
chr2,3574821,3575764,55,943
chr2,3585614,3586677,11,1063
chr2,3597100,3598028,11,928
chr2,3601201,3601636,7,435
chr2,3602765,3603252,6,487
chr2,3604476,3605846,8,1370
chr2,3611098,3611429,16,331
chr2,3632453,3632519,6,66
chr2,3639302,3640294,5,992
chr2,3641398,3643601,11,2203
chr2,3645379,3646185,9,806
chr2,3650330,3652742,44,2412
chr2,3667748,3667857,5,109
chr2,3701573,3704191,61,2618
chr2,3725337,3725820,8,483
chr2,3750614,3751190,8,576
chr2,3769224,3769770,5,546
chr2,3829096,3829223,6,127
chr2,3844338,3844455,6,117
chr2,3886267,3886521,9,254
chr2,3905060,3905837,7,777
chr2,3913384,3913874,5,490
chr2,3985398,3985446,5,48
chr2,4107720,4109085,8,1365
chr2,4184282,4185060,6,778
chr2,4929122,4929280,6,158
chr2,4964488,4964876,12,388
chr2,5253364,5254569,6,1205
chr2,5325491,5325707,5,216
chr2,5407054,5407092,6,38
chr2,5493401,5493561,10,160
chr2,5507828,5508248,12,420
chr2,5526839,5528687,10,1848
chr2,5573865,5574119,5,254
chr2,5672653,5673854,44,1201
chr2,5690889,5693977,174,3088
chr2,5696320,5697453,99,1133
chr2,5707032,5707242,6,210
chr2,5842515,5842781,7,266
chr2,5868869,5869509,10,640
chr2,5931825,5932706,5,881
chr2,5945352,5945829,5,477
chr2,5968004,5968115,6,111
chr2,5981425,5983024,11,1599
chr2,5985382,5985767,5,385
chr2,6184834,6185371,7,537
chr2,6420591,6420907,9,316
chr2,6495592,6496188,12,596
chr2,6574286,6575324,5,1038
chr2,6669012,6669350,6,338
chr2,6685967,6686727,6,760
chr2,6772008,6773272,18,1264
chr2,6864903,6866174,40,1271
chr2,6917058,6918498,45,1440
chr2,6959584,6960744,8,1160
chr2,6986248,6987085,8,837
chr2,7032109,7032624,9,515
chr2,7089676,7090129,9,453
chr2,7147314,7147587,5,273
chr2,7378498,7378700,5,202
chr2,7431005,7431445,19,440
chr2,7554341,7554400,5,59
chr2,7791321,7791408,7,87
chr2,7907237,7907492,7,255
chr2,8027926,8028312,7,386
chr2,8067260,8067680,7,420
chr2,8163061,8163528,8,467
chr2,8224482,8224700,6,218
chr2,8453871,8454072,5,201
chr2,8456035,8458013,17,1978
chr2,8487199,8488142,7,943
chr2,8538626,8538683,5,57
chr2,8543508,8544216,5,708
chr2,8545222,8546510,10,1288
chr2,8575507,8575953,13,446
chr2,8583547,8584639,19,1092
chr2,8614539,8615479,8,940
chr2,8627354,8627944,11,590
chr2,8631355,8631767,8,412
chr2,8641629,8642531,10,902
chr2,8645091,8645916,14,825
chr2,8664787,8665314,14,527
chr2,8675251,8675410,5,159
chr2,8676589,8679386,72,2797
chr2,8681220,8682527,17,1307
chr2,8684952,8685989,67,1037
chr2,8693222,8693493,10,271
chr2,8705666,8706018,7,352
chr2,8720398,8720566,7,168
chr2,8837061,8837912,47,851
chr2,8896163,8896309,5,146
chr2,9003031,9004489,112,1458
chr2,9104855,9105235,7,380
chr2,9112255,9112365,6,110
chr2,9142486,9143840,12,1354
chr2,9149283,9149971,14,688
chr2,9183892,9184639,16,747
chr2,9187167,9187199,5,32
chr2,9206172,9207844,113,1672
chr2,9212672,9212911,10,239
chr2,9214400,9214531,5,131
chr2,9264992,9265340,7,348
chr2,9379533,9379790,6,257
chr2,9397438,9397851,9,413
chr2,9407530,9408500,7,970
chr2,9422354,9424152,49,1798
chr2,9471138,9471810,9,672
chr2,9474286,9475040,58,754
chr2,9502057,9502967,8,910
chr2,9555479,9557020,43,1541
chr2,9606987,9607045,6,58
chr2,9630001,9631028,20,1027
chr2,9694664,9695965,8,1301
chr2,9729992,9731131,8,1139
chr2,9739472,9739810,13,338
chr2,9757759,9758844,7,1085
chr2,9774496,9775287,7,791
chr2,9779365,9780997,7,1632
chr2,9800840,9802181,18,1341
chr2,9814094,9814281,5,187
chr2,9843260,9844013,23,753
chr2,9949634,9952526,146,2892
chr2,9978922,9979074,5,152
chr2,10005219,10006579,22,1360
chr2,10008360,10008711,5,351
chr2,10022328,10022414,6,86
chr2,10028864,10030541,19,1677
chr2,10034090,10034368,5,278
chr2,10042217,10045527,112,3310
chr2,10051294,10052453,13,1159
chr2,10057753,10058430,8,677
chr2,10060007,10060520,8,513
chr2,10076625,10076762,5,137
chr2,10079231,10080866,107,1635
chr2,10084510,10084916,8,406
chr2,10091365,10091767,13,402
chr2,10117278,10117342,5,64
chr2,10119794,10120772,30,978
chr2,10122273,10123218,41,945
chr2,10146717,10147246,5,529
chr2,10161950,10163685,17,1735
chr2,10187032,10187294,7,262
chr2,10193413,10194236,7,823
chr2,10196632,10196745,6,113
chr2,10212936,10214351,10,1415
chr2,10231503,10231814,6,311
chr2,10235520,10236072,20,552
chr2,10241089,10244800,33,3711
chr2,10255019,10255392,13,373
chr2,10272830,10273288,5,458
chr2,10274594,10274670,6,76
chr2,10275782,10277870,12,2088
chr2,10283007,10283178,6,171
chr2,10302101,10305023,99,2922
chr2,10324583,10325771,5,1188
chr2,10330998,10331621,21,623
chr2,10363600,10364679,8,1079
chr2,10397607,10397732,5,125
chr2,10400923,10401606,11,683
chr2,10406669,10406725,5,56
chr2,10409381,10409882,8,501
chr2,10418773,10420129,26,1356
chr2,10422889,10423020,7,131
chr2,10427021,10427717,7,696
chr2,10432075,10432822,14,747
chr2,10438100,10439411,5,1311
chr2,10442099,10442168,5,69
chr2,10447718,10450204,69,2486
chr2,10458632,10458892,8,260
chr2,10489136,10489303,6,167
chr2,10495599,10497266,11,1667
chr2,10501041,10501262,6,221
chr2,10526356,10527379,11,1023
chr2,10548791,10549908,12,1117
chr2,10552811,10553782,9,971
chr2,10560304,10560475,6,171
chr2,10564247,10564497,6,250
chr2,10663874,10664113,8,239
chr2,10689658,10690657,43,999
chr2,10721370,10722202,67,832
chr2,10723763,10723906,5,143
chr2,10777274,10779654,23,2380
chr2,10811736,10814426,65,2690
chr2,10831026,10831487,15,461
chr2,10835341,10835472,6,131
chr2,10911353,10912636,75,1283
chr2,10913845,10914531,7,686
chr2,10947094,10947188,6,94
chr2,10960921,10961361,28,440
chr2,10977273,10977353,5,80
chr2,11007534,11007858,5,324
chr2,11023848,11024138,11,290
chr2,11124520,11124669,6,149
chr2,11129378,11130302,35,924
chr2,11132132,11133852,21,1720
chr2,11154406,11155798,55,1392
chr2,11158586,11158734,6,148
chr2,11159867,11160233,8,366
chr2,11165200,11165347,10,147
chr2,11269435,11269658,5,223
chr2,11321146,11321335,6,189
chr2,11343766,11345407,75,1641
chr2,11381480,11381512,5,32
chr2,11403826,11405209,10,1383
chr2,11465725,11466520,39,795
chr2,11481435,11483776,83,2341
chr2,11484938,11485000,7,62
chr2,11517490,11517983,7,493
chr2,11567551,11567759,5,208
chr2,11584053,11584968,6,915
chr2,11590268,11590385,6,117
chr2,11592726,11593222,28,496
chr2,11595265,11595409,5,144
chr2,11618413,11618951,21,538
chr2,11634016,11634348,10,332
chr2,11640173,11640377,16,204
chr2,11669099,11670140,52,1041
chr2,11676785,11677814,14,1029
chr2,11682726,11683004,9,278
chr2,11687947,11688622,6,675
chr2,11745195,11747255,49,2060
chr2,11779397,11779532,6,135
chr2,11784858,11785112,24,254
chr2,11824860,11825061,6,201
chr2,11829409,11830435,7,1026
chr2,11849333,11850416,13,1083
chr2,11863169,11863363,5,194
chr2,11864983,11865624,5,641
chr2,11996112,11996195,5,83
chr2,12105236,12106004,9,768
chr2,12492987,12493075,5,88
chr2,12716622,12718953,70,2331
chr2,12740416,12740860,10,444
chr2,12778527,12778668,5,141
chr2,12926792,12926922,16,130
chr2,13037237,13037354,5,117
chr2,13284684,13284896,6,212
chr2,13776993,13777122,6,129
chr2,13968530,13968636,6,106
chr2,14507507,14507556,5,49
chr2,14520425,14520600,6,175
chr2,14632516,14635656,103,3140
chr2,15157591,15158035,5,444
chr2,15174949,15175059,5,110
chr2,15237757,15237867,6,110
chr2,15541743,15541792,5,49
chr2,15561095,15561460,12,365
chr2,15590772,15591994,21,1222
chr2,15664870,15665100,10,230
chr2,15771828,15771976,5,148
chr2,15788560,15788705,5,145
chr2,15790378,15790591,6,213
chr2,15799908,15801094,7,1186
chr2,15810795,15811039,5,244
chr2,15940173,15943517,125,3344
chr2,15945246,15945617,8,371
chr2,16013209,16014588,25,1379
chr2,16103196,16103365,12,169
chr2,16166532,16166824,7,292
chr2,16168786,16169156,12,370
chr2,16226865,16226989,7,124
chr2,16330051,16330421,7,370
chr2,16489850,16489962,7,112
chr2,16508151,16509273,38,1122
chr2,16665396,16666639,11,1243
chr2,16855174,16855435,12,261
chr2,17240525,17240983,8,458
chr2,17304590,17304651,5,61
chr2,17518338,17518637,14,299
chr2,17538907,17540423,49,1516
chr2,17693533,17693924,7,391
chr2,17753055,17754672,87,1617
chr2,17787654,17787878,6,224
chr2,17816960,17817096,5,136
chr2,17878157,17879915,99,1758
chr2,17931510,17932141,12,631
chr2,18096364,18096431,6,67
chr2,18387210,18387651,6,441
chr2,18559725,18560630,51,905
chr2,18584734,18585007,20,273
chr2,18882872,18882932,6,60
chr2,19347676,19352101,71,4425
chr2,19353587,19353864,8,277
chr2,19355811,19358988,49,3177
chr2,19361207,19361713,25,506
chr2,19362907,19363051,12,144
chr2,19675351,19675624,8,273
chr2,19848285,19848395,5,110
chr2,19868317,19869191,33,874
chr2,19887409,19887682,5,273
chr2,19901670,19901745,13,75
chr2,19989447,19990129,14,682
chr2,20012307,20013368,48,1061
chr2,20050699,20052464,34,1765
chr2,20106636,20108156,30,1520
chr2,20140095,20140253,5,158
chr2,20172210,20172420,7,210
chr2,20212478,20212712,6,234
chr2,20223195,20226001,134,2806
chr2,20242421,20242482,7,61
chr2,20348679,20348821,9,142
chr2,20350136,20351498,78,1362
chr2,20444020,20448754,113,4734
chr2,20510182,20510412,7,230
chr2,20524514,20525061,5,547
chr2,20579348,20579508,5,160
chr2,20624784,20624858,5,74
chr2,20642566,20642674,6,108
chr2,20650616,20651261,25,645
chr2,20665221,20667957,140,2736
chr2,20669267,20672474,110,3207
chr2,20711309,20711430,5,121
chr2,20822285,20824155,34,1870
chr2,21043470,21043864,16,394
chr2,21101618,21102709,17,1091
chr2,21126469,21126527,5,58
chr2,21891114,21891426,6,312
chr2,22186356,22186454,15,98
chr2,23323392,23323588,6,196
chr2,23332099,23332755,6,656
chr2,23334528,23334727,5,199
chr2,23351483,23352345,23,862
chr2,23383698,23387247,115,3549
chr2,23402149,23402405,5,256
chr2,23453342,23453988,5,646
chr2,23501191,23502404,14,1213
chr2,23508898,23510023,7,1125
chr2,23517176,23518140,6,964
chr2,23532841,23534139,10,1298
chr2,23543382,23544345,5,963
chr2,23562180,23562273,10,93
chr2,23573733,23574434,6,701
chr2,23588752,23588947,7,195
chr2,23594219,23594404,7,185
chr2,23615301,23615571,8,270
chr2,23616817,23617180,13,363
chr2,23620623,23620963,11,340
chr2,23636107,23636540,11,433
chr2,23642431,23643075,10,644
chr2,23667121,23667751,6,630
chr2,23684916,23685705,18,789
chr2,23857946,23858213,5,267
chr2,23926387,23927897,64,1510
chr2,23939355,23940816,76,1461
chr2,23949229,23949464,5,235
chr2,23952288,23952537,8,249
chr2,23957702,23957758,5,56
chr2,24009733,24011206,51,1473
chr2,24049406,24050419,56,1013
chr2,24076057,24077681,52,1624
chr2,24083625,24084843,23,1218
chr2,24101883,24101977,7,94
chr2,24123007,24123596,27,589
chr2,24174933,24175826,48,893
chr2,24209993,24211216,6,1223
chr2,24216207,24216626,5,419
chr2,24255909,24256040,5,131
chr2,24359760,24362117,40,2357
chr2,24402208,24403352,21,1144
chr2,24489788,24492545,113,2757
chr2,24601835,24601954,5,119
chr2,24677268,24677899,6,631
chr2,24793261,24794256,25,995
chr2,24813170,24813704,9,534
chr2,24822924,24823784,5,860
chr2,24825312,24826269,5,957
chr2,24834780,24836071,17,1291
chr2,24852246,24852796,8,550
chr2,24874152,24874711,8,559
chr2,24878957,24879409,6,452
chr2,24886693,24887549,9,856
chr2,24917751,24920803,143,3052
chr2,24926465,24927139,22,674
chr2,24965130,24965341,5,211
chr2,24971327,24972395,39,1068
chr2,25012531,25013839,8,1308
chr2,25041756,25042697,90,941
chr2,25068924,25069026,5,102
chr2,25129773,25132132,16,2359
chr2,25160535,25161792,30,1257
chr2,25167516,25168873,64,1357
chr2,25202433,25202527,5,94
chr2,25204333,25206326,34,1993
chr2,25210045,25210668,14,623
chr2,25216004,25216500,36,496
chr2,25234129,25234611,7,482
chr2,25247915,25248343,11,428
chr2,25251083,25252660,31,1577
chr2,25276640,25277827,33,1187
chr2,25305899,25305971,5,72
chr2,25309745,25310792,6,1047
chr2,25313993,25315029,6,1036
chr2,25328580,25328620,5,40
chr2,25340503,25342499,129,1996
chr2,25361624,25362011,9,387
chr2,25363196,25363519,5,323
chr2,25376814,25376992,23,178
chr2,25380697,25380775,5,78
chr2,25475614,25476161,6,547
chr2,25533151,25533250,5,99
chr2,25535338,25536828,15,1490
chr2,25576885,25576993,5,108
chr2,25673016,25673852,67,836
chr2,25822269,25822361,12,92
chr2,25855760,25855986,6,226
chr2,25860108,25860571,9,463
chr2,25877480,25878729,65,1249
chr2,25896909,25897250,6,341
chr2,25921627,25922213,5,586
chr2,25951272,25951402,5,130
chr2,25980198,25983181,50,2983
chr2,26032801,26034653,60,1852
chr2,26117334,26118404,5,1070
chr2,26160681,26160787,5,106
chr2,26170127,26174248,153,4121
chr2,26178932,26179149,16,217
chr2,26184430,26185305,60,875
chr2,26186716,26187534,15,818
chr2,26192670,26193125,5,455
chr2,26244213,26245068,40,855
chr2,26267319,26268017,8,698
chr2,26298504,26298987,17,483
chr2,26300342,26300723,9,381
chr2,26302438,26304116,9,1678
chr2,26338751,26339730,5,979
chr2,26346199,26346726,36,527
chr2,26401748,26402271,50,523
chr2,26472637,26473657,14,1020
chr2,26479543,26480248,10,705
chr2,26503150,26504248,31,1098
chr2,26530358,26530844,9,486
chr2,26540399,26541103,8,704
chr2,26558465,26558625,10,160
chr2,26562374,26563144,24,770
chr2,26619270,26620005,10,735
chr2,26649237,26649860,8,623
chr2,26692531,26693452,30,921
chr2,26704264,26704568,6,304
chr2,26709993,26711046,5,1053
chr2,26724242,26724410,6,168
chr2,26762914,26764582,30,1668
chr2,26783369,26784369,8,1000
chr2,26785425,26786894,56,1469
chr2,26814491,26815769,30,1278
chr2,26843942,26844126,6,184
chr2,26846362,26849957,181,3595
chr2,26929035,26929325,5,290
chr2,26942634,26942795,11,161
chr2,26970674,26971568,34,894
chr2,27032790,27033252,27,462
chr2,27049178,27051823,72,2645
chr2,27055171,27055240,6,69
chr2,27071272,27072604,35,1332
chr2,27078476,27080176,19,1700
chr2,27082445,27083262,6,817
chr2,27085241,27087456,88,2215
chr2,27111790,27111879,13,89
chr2,27118831,27119089,28,258
chr2,27123604,27123897,8,293
chr2,27133739,27135816,30,2077
chr2,27137204,27137591,11,387
chr2,27211414,27212385,36,971
chr2,27217358,27217848,36,490
chr2,27233451,27233562,5,111
chr2,27242011,27242090,8,79
chr2,27246988,27247249,6,261
chr2,27250295,27250356,6,61
chr2,27255415,27255494,5,79
chr2,27262006,27263294,101,1288
chr2,27264413,27265317,36,904
chr2,27275417,27275466,7,49
chr2,27301642,27302266,5,624
chr2,27303407,27304040,11,633
chr2,27305538,27309244,75,3706
chr2,27323268,27323336,6,68
chr2,27354612,27354717,6,105
chr2,27356770,27357079,16,309
chr2,27360625,27360735,5,110
chr2,27369908,27371501,58,1593
chr2,27375250,27375716,11,466
chr2,27380562,27381430,27,868
chr2,27393516,27393855,14,339
chr2,27402732,27403067,5,335
chr2,27409061,27409542,25,481
chr2,27415644,27415774,5,130
chr2,27428202,27429291,69,1089
chr2,27442167,27442783,44,616
chr2,27443800,27444030,5,230
chr2,27488256,27488914,8,658
chr2,27494103,27495440,63,1337
chr2,27523178,27523302,6,124
chr2,27582888,27583834,22,946
chr2,27629105,27629315,10,210
chr2,27645929,27646127,5,198
chr2,27663407,27664560,28,1153
chr2,27715366,27715799,35,433
chr2,27717000,27717188,5,188
chr2,27719386,27720604,10,1218
chr2,27735403,27735855,28,452
chr2,27770704,27771949,21,1245
chr2,27890654,27890817,32,163
chr2,28127876,28127967,6,91
chr2,28241214,28242222,7,1008
chr2,28344155,28344414,6,259
chr2,28348445,28348740,5,295
chr2,28390134,28395729,167,5595
chr2,28406795,28408880,8,2085
chr2,28410495,28410575,6,80
chr2,28449763,28451106,7,1343
chr2,28472719,28472780,6,61
chr2,28545354,28545482,6,128
chr2,28566705,28567065,25,360
chr2,28683765,28684411,7,646
chr2,28750711,28754027,67,3316
chr2,28810142,28811267,30,1125
chr2,28839562,28839594,5,32
chr2,28858335,28859172,10,837
chr2,28868861,28869946,11,1085
chr2,28880615,28880647,5,32
chr2,28893531,28895413,70,1882
chr2,28957028,28957288,8,260
chr2,28990423,28991876,12,1453
chr2,28998159,28998205,5,46
chr2,29024676,29024763,5,87
chr2,29035445,29035576,5,131
chr2,29064941,29066062,7,1121
chr2,29115187,29115953,82,766
chr2,29215441,29215789,5,348
chr2,29220706,29220776,6,70
chr2,29240988,29241425,5,437
chr2,29527809,29529152,15,1343
chr2,29919679,29921707,59,2028
chr2,30025641,30026002,5,361
chr2,30028028,30028937,5,909
chr2,30095477,30097114,15,1637
chr2,30111458,30111940,9,482
chr2,30146882,30147929,40,1047
chr2,30230789,30232838,95,2049
chr2,30346632,30346764,7,132
chr2,30443858,30444029,5,171
chr2,30447184,30447600,32,416
chr2,30519747,30520090,10,343
chr2,30662668,30662966,5,298
chr2,30739750,30740388,6,638
chr2,30760175,30760246,5,71
chr2,31066378,31066419,5,41
chr2,31137460,31138894,80,1434
chr2,31195312,31195429,5,117
chr2,31234062,31234855,38,793
chr2,31254130,31255090,6,960
chr2,31285146,31285252,7,106
chr2,31364504,31364582,5,78
chr2,31580569,31582028,25,1459
chr2,31838404,31838979,7,575
chr2,32009607,32011029,86,1422
chr2,32025387,32025618,8,231
chr2,32038836,32039850,17,1014
chr2,32043010,32043419,8,409
chr2,32050251,32050981,7,730
chr2,32063138,32064083,53,945
chr2,32068750,32069097,5,347
chr2,32097818,32097854,5,36
chr2,32125837,32125887,5,50
chr2,32151588,32151766,6,178
chr2,32165713,32165875,11,162
chr2,32264996,32265766,8,770
chr2,32277897,32279558,21,1661
chr2,32291284,32291400,5,116
chr2,32300190,32300261,5,71
chr2,32308202,32308376,6,174
chr2,32334906,32335306,21,400
chr2,32336365,32336451,6,86
chr2,32343403,32343945,9,542
chr2,32356483,32357762,59,1279
chr2,32375935,32376042,5,107
chr2,32555362,32555467,7,105
chr2,32626945,32629527,31,2582
chr2,32669607,32669742,5,135
chr2,32682829,32682939,5,110
chr2,32916214,32916587,5,373
chr2,32946647,32947524,70,877
chr2,33140857,33141149,6,292
chr2,33278127,33278419,5,292
chr2,33475906,33476218,7,312
chr2,33599032,33600442,49,1410
chr2,33727983,33728269,9,286
chr2,33815178,33815363,5,185
chr2,33867151,33867261,5,110
chr2,33948353,33948646,5,293
chr2,33976791,33976978,6,187
chr2,34790381,34790545,5,164
chr2,34992070,34992101,7,31
chr2,36342705,36342765,5,60
chr2,36355301,36357773,106,2472
chr2,36595595,36598593,47,2998
chr2,36726743,36727103,5,360
chr2,36771267,36771480,6,213
chr2,36799797,36800041,6,244
chr2,36808162,36808328,7,166
chr2,36965646,36966708,60,1062
chr2,36971053,36971416,8,363
chr2,37038824,37039056,8,232
chr2,37083955,37084606,41,651
chr2,37156257,37157105,20,848
chr2,37196681,37197203,28,522
chr2,37231259,37231897,42,638
chr2,37236705,37237039,6,334
chr2,37324337,37325016,91,679
chr2,37328890,37329429,6,539
chr2,37344561,37345222,35,661
chr2,37574335,37575135,5,800
chr2,37670600,37672869,85,2269
chr2,37924989,37925896,62,907
chr2,37963918,37963962,6,44
chr2,38038189,38038775,23,586
chr2,38073719,38077336,128,3617
