Symbol	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
STK35	1408	1380	1755	1421	958	1221	802	1497	1156	1557	870
SNRPB	3474	3087	4025	4766	2002	4685	2361	4205	3088	6059	3277
NRSN2	407	170	46	297	481	787	367	544	470	702	472
AP5S1	300	349	176	362	334	315	179	335	396	799	193
RRBP1	5711	4740	5435	9057	4729	5800	3935	8368	6217	11510	4712
BMP2	280	458	213	300	232	34	30	94	58	34	134
ZNF133	964	686	206	537	761	1134	676	1290	1097	528	760
FLRT3	1899	496	22	283	1090	237	596	860	808	38	1493
OVOL2	548	502	206	427	824	1209	537	836	1033	1719	465
PCSK2	0	10	0	4	8	0	0	4	0	0	0
GFRA4	0	0	0	0	0	0	0	0	0	0	0
MKKS	2797	1376	361	937	1956	1142	1563	3234	1779	1201	2413
BFSP1	50	58	42	48	104	186	61	100	87	259	24
DSTN	22635	15395	6864	14074	18959	21637	20908	33086	28436	34750	19618
LAMP5	14	0	0	8	12	8	2	4	10	0	12
SNRPB2	2602	2130	978	1495	1882	1834	2083	2857	2518	2497	1860
MGME1	1099	702	630	654	736	844	707	1166	855	503	779
LRRN4	0	5	5	4	0	0	3	7	4	7	15
TBC1D20	2036	1218	1225	1885	1822	2129	1272	2384	2180	3026	1333
ITPA	2279	1935	947	2274	2670	4414	2535	4459	3869	3631	3148
TCF15	0	10	4	2	0	0	2	0	0	6	0
OTOR	0	10	0	0	0	0	0	0	0	0	0
MCM8	345	293	128	143	188	225	182	372	334	301	255
BANF2	0	0	0	0	0	0	0	0	0	0	2
TMEM74B	26	14	1	46	44	188	69	180	64	79	1
FAM110A	828	664	730	983	522	983	244	516	756	918	432
LINC02871	9	0	0	0	11	19	4	19	7	0	2
SIRPD	12	14	23	18	0	0	0	2	0	0	0
MRPS26	1706	999	279	1326	1392	2544	1351	2308	2092	3391	1708
DEFB129	0	0	0	0	0	0	0	0	0	0	0
S1PR4	1047	436	1005	2069	86	566	54	120	104	162	32
NCLN	1561	1338	1463	2581	1242	1851	852	1936	1538	1760	1224
CITED1	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	5836	5092	1638	4648	3754	3108	4291	8834	3947	2535	5041
ZNF436	1608	689	342	621	1564	1016	758	1164	924	312	1072
MAX	2817	2036	1846	2824	2344	2275	1230	2355	3050	3906	1815
CHURC1-FNTB	0	0	0	0	0	0	0	0	0	0	0
ARMCX5	1240	944	258	605	569	792	1172	1917	976	372	1135
GDF5	0	8	0	6	8	12	6	18	10	16	6
MMP24	10	0	0	46	8	11	2	14	15	14	9
NECAB3	790	344	188	481	568	1122	747	1526	815	1177	693
ID1	4314	3908	1624	3250	2622	2292	1349	4171	2293	582	3312
RALY	3671	2207	4538	5410	2818	5425	2007	3188	4125	8412	2877
DYNLRB1	930	726	542	1138	1149	1508	659	1236	1804	6853	779
C20orf173	0	0	0	0	0	0	0	0	0	0	0
EIF2S2	9286	8936	5166	6141	6853	7114	6629	11911	8397	10729	5922
ERGIC3	7625	3660	2792	8127	10090	12398	5661	13202	13706	27444	9977
ROMO1	3908	2060	1518	2487	3018	5178	3004	4608	6512	15943	3918
BPIFB9P	2	0	0	0	1	2	4	0	0	0	9
FAM83C	68	401	184	121	12	75	17	128	93	84	60
BPIFB1	138028	33322	5404	267785	159204	157510	99838	81948	157398	822019	114460
CEP250	930	525	352	901	1270	1110	703	1798	1548	2008	886
PLAGL2	1276	786	1065	1656	743	746	380	906	876	1090	496
MMP24OS	852	836	1121	1975	1443	1942	913	1240	1228	5030	849
GRPR	0	0	0	0	0	0	0	0	0	0	0
KDM5C	1504	1457	2982	3313	2115	2842	929	2467	1111	2299	1030
AMOT	3060	844	304	1072	2716	2488	1626	3082	2712	1912	2264
TMEM115	1161	805	1114	1492	1527	1381	810	1502	1691	2353	1069
PSMB2	3575	3806	1885	3168	2874	4291	2340	5038	4692	7225	2849
AGO3	2439	1074	429	1183	1346	896	1178	2400	1364	552	1328
UROD	3128	1592	894	2196	2316	3863	2779	4208	3497	2600	3493
ST3GAL3	15	88	10	24	68	34	34	46	25	31	16
TMEM53	706	385	153	513	613	1037	518	806	1057	1560	605
HECTD3	879	597	767	885	516	1132	385	849	760	1020	423
KLC1	1507	1073	473	979	1350	1482	906	1957	1604	1321	1363
XRCC3	543	214	168	278	531	430	343	834	578	403	682
TUBGCP3	696	584	502	710	474	666	677	1152	559	356	576
MCF2L	624	320	131	1020	730	781	617	1037	819	1806	724
F10	6	6	4	2	3	9	0	0	4	0	4
PCID2	1849	1082	291	1071	1551	1305	1068	2208	1359	1224	1363
PROZ	9	4	0	4	2	3	0	18	13	24	1
SLURP1	151	248	464	231	53	105	76	129	53	84	35
LRFN3	91	78	40	154	196	36	38	101	92	194	154
IGFLR1	108	43	63	118	25	47	133	258	34	77	21
CAPNS1	6774	5805	10075	10257	7290	12647	5111	8166	11211	43626	6479
PDCD2L	222	141	47	108	232	274	255	382	331	412	266
GPR42	81	25	30	91	0	2	0	0	0	2	0
RBM42	1228	964	1607	2278	1199	1976	884	1550	1728	5154	1427
KIRREL2	14	17	35	65	2	2	0	2	0	0	0
UBA2	4671	3634	1137	2953	2858	1858	2707	6079	2946	1922	3654
FFAR2	8330	1761	6924	39080	352	1818	62	72	514	325	51
HCST	189	141	222	230	17	73	18	50	152	76	15
FFAR1	6	0	128	34	0	0	0	0	0	4	0
COX6B1	8698	6674	5382	6444	7252	14772	6421	9620	11468	24547	7114
KRT36	0	1	0	4	0	0	0	2	0	0	0
THRA	782	204	1693	1096	671	948	823	1604	864	1346	1007
CCR7	86	44	10	80	35	58	42	69	59	41	55
NR1D1	145	185	4646	1475	59	209	105	227	138	230	406
FRMD8	1181	1096	1699	2426	933	947	493	1167	843	1454	568
PRDX5	50331	15766	10795	32082	39117	54377	60833	74312	115574	111472	72047
BCL2L12	279	305	173	384	346	492	319	562	545	1269	443
IRF3	2261	1235	1110	2504	2843	2853	1459	3414	3333	4063	1991
PRMT1	2592	1809	1440	3192	2440	2616	1509	2936	2547	4797	3379
RRAS	388	212	346	644	536	176	102	254	504	1656	288
PRRG2	617	376	614	681	492	698	444	887	822	847	684
SCAF1	615	525	1141	1494	673	823	354	704	839	3013	624
PRR12	263	159	352	449	257	319	135	330	150	231	192
TSKS	4	4	0	2	0	8	2	4	6	28	0
FLRT1	22	0	0	8	21	6	0	20	30	8	2
ASL	660	415	478	811	323	1230	824	1259	910	1096	796
SBDS	3479	4231	4207	3037	2130	2505	2469	4326	2409	2688	2936
CSN1S1	10	4	0	0	2	33	12	36	20	4	12
STATH	4201	12856	27602	2009	782	1179	1679	1874	8380	3939	254
HTN1	6	32	70	249	0	0	0	2	4	13	2
STAT5A	1838	819	2933	3665	1134	1965	824	1993	1824	1344	1022
WNK4	4	11	0	9	2	8	2	18	18	9	13
BECN1	818	498	1474	1604	889	792	571	860	505	711	748
PRKCG	2	4	16	10	11	3	4	4	0	24	0
TRAP1	497	309	348	676	359	632	334	676	370	432	563
GLIS2	131	66	103	174	104	276	48	46	114	114	140
NSRP1	1060	777	1235	1043	756	678	611	1380	1041	946	881
DNAJC8	4821	3495	4652	4023	3453	3753	2455	4934	4348	3720	3565
AHDC1	368	444	362	734	490	725	630	1221	539	924	600
IFI6	2621	1064	660	2176	1510	1978	10556	33871	2873	651	66100
DACH2	4	6	0	0	5	4	0	0	0	0	8
ZNF384	200	136	289	432	165	127	63	177	117	73	117
EMG1	3074	1958	496	1997	2263	1933	2071	3818	3364	3800	2538
SSX1	0	0	0	0	0	0	0	0	0	0	0
UXT	2629	1498	858	1532	2768	3558	2029	3392	3445	7326	2364
CFP	140	58	337	498	47	48	24	61	38	44	46
ELK1	716	467	743	1018	527	576	402	695	506	726	469
TIMM17B	2148	1071	1247	2145	1922	2553	1842	3073	2515	4711	2262
PCNX4	3413	1447	854	2137	2967	1803	2593	5195	3310	1652	3094
ATG14	1827	1558	595	1020	895	1605	1765	2912	2234	437	1628
KTN1	17481	8740	3738	10961	12171	5743	12529	21994	16751	5345	15370
SIX1	5224	3065	346	2438	4493	3276	4077	6657	5193	2645	4720
RHOJ	10	42	0	12	4	10	0	8	0	6	0
DLGAP5	209	420	130	324	218	194	244	461	146	116	84
L3HYPDH	1233	485	25	491	590	1326	1702	4051	1781	348	2321
HSPA2	2416	1670	508	687	1367	566	388	1174	476	326	626
ZBTB1	4723	2864	2530	2782	2987	887	1862	4031	2285	844	2625
TRMT5	1306	684	379	612	901	894	894	1507	1217	726	1091
SGPP1	324	296	146	392	186	120	226	426	146	46	208
PLEKHG3	1302	1014	1268	1862	905	1182	261	597	782	453	833
PZP	1206	328	32	711	752	899	1411	2758	3195	1053	2360
PRDM7	0	11	0	4	0	6	0	6	0	0	2
RHOT1	3361	1915	1204	2008	1695	1430	1663	3268	1564	745	2105
EVI2A	1857	948	2347	2642	203	261	114	362	212	105	53
OMG	23474	3485	962	12262	38070	22567	11473	33415	24822	19908	24541
DYNC2I1	1683	568	213	1614	2238	3228	2785	7460	3673	2598	4011
AIF1L	308	670	4708	3036	382	274	80	94	232	548	128
FAM78A	117	30	160	189	54	54	44	82	130	56	27
NUP214	3233	1431	2256	2633	1778	3700	1929	4036	2726	1843	2472
CTAG2	0	2	0	0	0	0	0	0	0	0	0
AVPR2	22	1	4	55	26	24	18	76	26	74	20
SLC10A3	322	311	412	600	336	489	181	370	404	761	241
MAP2K2	2487	1898	2783	3972	2469	2522	1080	1950	2151	6724	1612
HNRNPH2	9467	5504	5352	10475	4421	3512	4647	9268	4566	2771	4668
ARMCX1	391	461	56	373	357	60	192	566	268	91	284
TMEM35A	50	18	8	16	28	18	24	41	40	36	82
NXF5	0	0	0	3	3	0	3	4	2	0	6
TIMM8A	438	390	66	260	287	274	276	444	438	434	266
ZC4H2	58	52	12	34	72	40	4	24	12	74	28
CANX	34749	27107	9940	22512	26276	22249	19860	34244	32020	12888	30609
INTS11	2942	1429	1478	3450	2721	2837	1916	3725	3606	4776	2441
RGS13	20	4	0	4	2	6	0	6	16	4	8
IPPK	58	76	146	155	16	29	20	20	6	9	35
ZNF484	579	220	62	199	254	316	399	705	379	94	534
OMD	8	30	0	4	9	20	40	66	6	6	16
FGD3	1876	1074	4160	6146	321	1122	168	272	444	204	233
HIVEP3	437	213	140	319	239	206	196	330	292	148	280
PPCS	5145	3099	1748	3000	2809	3434	4077	6208	4138	3749	3472
EDN2	50	62	279	779	576	2	12	9	4	1136	0
BCL11B	482	222	38	240	326	112	90	266	314	34	368
COX7C	30058	20464	3978	11053	23382	24330	28615	39283	29310	34213	26271
TRAF2	414	304	269	684	601	644	237	490	854	1227	372
ABHD8	212	96	260	270	184	177	92	207	227	428	132
MASP1	6	6	6	2	3	0	0	6	0	2	0
ATP13A4	2082	3162	714	644	665	1590	808	1923	1121	277	620
PLAAT1	64	42	33	20	76	232	48	158	75	253	48
HELB	123	35	212	160	14	38	14	9	27	2	32
RAP1B	5256	4044	4134	5096	2125	1745	2280	4336	2815	1472	3477
IL22	8	4	0	0	1	0	0	0	0	0	0
TSPAN8	9350	2376	938	5440	2675	8101	12431	11443	4967	11364	11241
BEST3	56	14	0	10	112	85	105	218	26	46	76
RAB3IP	2311	1885	581	1139	2288	1600	2635	4600	2491	2030	2323
PTPRB	44	128	17	34	34	51	85	22	10	25	7
DYRK2	2845	1797	564	1483	2255	2444	2355	4155	3948	1708	2886
YEATS4	1116	906	210	534	726	699	1128	2278	686	690	1088
TAS2R3	0	2	0	0	2	8	2	0	2	0	0
TAS2R4	46	8	4	8	74	38	46	106	40	22	42
TAS2R5	6	0	2	12	6	8	2	14	2	0	2
CRYGN	0	0	0	0	0	0	0	0	0	0	0
LRRC61	1070	421	215	1430	1509	1707	1454	4805	1717	3613	2068
TRPV5	8	0	12	6	0	2	0	0	0	0	0
IDUA	555	178	105	393	361	918	411	819	717	662	751
FGFRL1	318	181	324	553	418	385	142	416	391	780	344
TMEM175	811	213	231	1074	794	1351	624	1106	799	842	1189
AUNIP	36	98	37	42	26	58	28	64	8	26	28
PIN1	2091	732	771	2105	2730	3355	2109	3385	3563	8307	3067
FBXL12	562	481	239	527	577	691	451	866	831	767	601
EMC1	1683	1262	461	1179	1249	1424	896	1857	1404	920	1278
PLA2G5	0	0	0	0	0	0	0	0	0	0	0
UBR4	1728	1582	6310	4759	1106	2790	887	1816	1259	1165	1328
HP1BP3	5299	3324	1642	3434	4588	2157	1916	3660	2986	2399	2159
ADGRE2	2529	672	7888	11219	170	825	64	142	119	96	67
SIN3B	893	949	873	1219	750	1244	421	1050	624	957	560
OR7A10	0	0	0	0	0	0	0	0	0	0	0
SLC35E1	2211	1685	1301	1787	1653	1709	1690	2763	1870	1397	1793
EPS15L1	820	713	5737	1658	695	784	409	852	675	1157	554
KLF2	2548	691	4765	4184	563	1070	369	600	1011	2204	885
OR7C2	0	0	0	0	0	0	0	0	0	0	0
OR7C1	51	18	42	28	42	0	0	14	2	4	2
F2RL3	0	8	25	17	2	0	0	4	5	4	4
UQCR11	1765	1258	517	1361	1675	1530	1591	2494	2213	3564	1653
GFER	199	111	163	293	289	448	198	330	360	1306	288
SYNGR3	26	28	36	58	18	24	12	24	24	28	4
PKMYT1	52	111	76	184	42	17	4	28	11	14	2
WFIKKN1	24	38	14	60	70	40	14	22	14	68	54
WDR24	228	105	86	270	247	261	199	313	303	532	287
FBXL16	69	56	36	59	93	18	15	150	40	24	126
CHTF18	397	292	170	394	227	790	262	607	429	438	397
GNG13	0	0	0	3	0	2	0	0	0	0	0
TUBBP1	2	12	2	12	6	10	10	14	4	6	12
MACF1	7212	5813	2148	5210	6273	5626	5774	10754	8593	3410	7383
SMARCA4	1511	1594	1688	2559	2061	2273	1171	2829	2033	4106	1280
KDM4B	926	644	1560	3180	665	826	440	935	582	1170	527
TICAM1	676	810	2814	2712	412	320	110	252	474	996	300
METTL25	1062	621	165	377	574	488	706	1158	805	315	993
IL17B	7	8	0	0	1	5	0	7	17	8	12
EMC6	64	47	36	47	61	15	41	50	39	56	40
OR1E2	0	0	0	0	0	0	0	0	0	0	0
METTL16	658	576	376	562	1108	918	527	1178	1173	1566	839
TUBA4A	2330	3297	5437	4693	1231	1806	641	1394	901	978	1120
VIL1	12	51	30	26	0	1	0	4	2	2	0
AAMP	3267	1823	2320	3155	2640	4214	2287	3471	3289	5180	2930
PNKD	2920	1172	1572	3509	2525	3790	2345	3991	3572	6466	2923
TNFRSF19	3604	1202	102	1966	3267	3406	7987	12743	5807	3921	6049
RNF6	3712	3025	960	2234	2317	1754	3584	7662	3152	2220	2835
ECHS1	3038	1854	2173	2680	2787	5592	1716	2923	5753	10225	2189
ZNF835	8	12	0	2	20	0	0	4	0	0	0
AKAP9	9724	7631	9029	4836	5284	6140	9617	19803	9032	5427	8796
GNG11	112	72	24	80	114	26	80	208	116	126	132
SEM1	7604	5179	1844	3892	7974	10532	7720	13157	12125	16596	7981
GNGT1	91	34	3	4	40	17	47	53	8	8	40
HIP1	1219	846	1646	2906	372	357	135	345	233	218	175
PTPN12	5988	4752	8411	9072	2618	1383	1704	3217	2200	684	2277
POR	9166	4010	4836	11886	5662	13457	6194	11409	8394	11788	9193
FGL2	2924	230	1418	6716	332	740	326	1230	1135	234	345
STYXL1	1942	1016	482	1936	2137	1576	1131	2469	3858	6538	1637
STEAP4	13473	5494	7817	14133	3588	8122	3721	7052	3759	5411	6295
GNAI1	4914	3512	704	2692	2850	2795	3751	5847	2047	1729	2282
PMS2P3	68	18	64	83	126	76	37	96	131	101	98
PEX1	1554	809	305	818	1001	915	1359	2983	886	439	1365
MTERF1	771	439	135	307	570	426	485	766	752	309	614
SGCE	30	20	0	32	87	8	18	17	35	25	80
RBM48	659	390	278	463	597	283	286	626	444	511	282
CASD1	1574	659	72	632	1266	673	1247	2693	1111	424	1835
ZNF780B	1157	309	98	237	1090	222	411	756	785	309	583
LRFN1	106	24	227	502	4	69	6	10	16	28	2
ZFP36	16472	7171	60238	72635	3018	7449	847	1997	2053	3027	2099
SRD5A3	1066	1255	320	937	881	487	501	847	1344	927	276
SPINK2	18	8	22	4	14	16	24	4	30	22	18
RASL11B	0	0	0	4	2	2	2	2	0	0	0
PAICS	3581	2700	884	2553	2893	2128	1939	3858	2507	1725	3229
KDR	37	76	4	46	26	30	8	32	26	208	4
PPAT	510	351	91	226	291	224	371	796	270	90	494
TUBGCP6	1285	562	548	1529	1231	1572	843	1725	1384	1039	952
ADM2	70	60	24	124	44	60	6	56	78	742	40
DGCR6L	1361	576	712	1311	1440	2587	1342	2183	2491	5000	2365
DGCR8	625	521	382	710	598	780	544	795	695	709	455
ASPHD2	303	289	214	225	154	285	164	328	395	198	189
VPREB3	72	0	6	4	10	22	16	6	2	22	7
SDF2L1	1000	406	472	1540	786	1048	672	864	1096	2390	892
GAL3ST1	2	4	2	0	6	2	2	0	6	6	18
YWHAH	5086	4091	2886	3598	5276	3939	3141	6530	6443	10765	3298
RFPL1	2	0	0	0	0	0	0	0	0	0	0
RFPL2	0	0	0	0	0	0	0	0	0	0	1
YWHAH-AS1	16	27	18	14	14	24	14	38	26	68	27
POM121L9P	4	0	1	24	19	37	0	17	4	0	2
GNAZ	119	36	18	64	73	100	97	141	157	299	86
MGAT3	352	89	70	364	415	302	222	448	372	200	778
ADORA2A	9	0	110	117	10	7	0	2	0	5	0
ATF4	15099	20897	29934	17360	10505	17499	8088	14915	13810	25483	10666
A4GALT	4665	3216	1840	5638	3729	3837	1885	3687	3191	8505	2703
RFPL3	0	0	0	0	0	0	0	0	0	0	0
CDC42EP1	427	867	2127	1406	736	779	126	308	426	1410	218
APOL3	700	280	138	477	471	983	270	723	1977	711	968
MCHR1	18	0	0	8	8	0	0	30	11	26	8
TPST2	2190	1298	1868	1672	1442	998	649	1563	1318	1248	772
BAIAP2L2	72	48	148	376	89	87	49	71	68	93	53
MPST	1118	658	520	1159	1249	996	367	758	790	2668	570
GALR3	0	0	0	2	2	0	2	2	0	2	0
TST	2580	1217	700	1878	2287	1822	1119	2149	1756	3457	1090
APOL5	1	0	0	0	0	0	0	0	0	0	0
IGLL1	11	2	2	5	4	13	3	7	2	1	0
APOL2	1900	2216	1435	2950	1124	2069	802	1581	4114	1408	1750
RAC2	9080	3643	16068	25835	900	2219	199	304	816	756	242
LIF	216	116	521	713	265	151	59	130	231	251	259
C22orf23	101	43	7	107	87	70	65	103	108	284	83
APOBEC3A	1450	1175	5124	10410	213	529	41	190	344	164	338
APOBEC3F	456	285	84	242	452	382	366	584	1027	824	726
RIBC2	1012	182	59	716	1903	1079	1014	2446	2151	5451	1017
KRT17	11726	27581	26805	46222	19369	1129	1058	3855	5439	11072	7761
TBC1D27P	36	0	1	21	4	2	0	4	4	4	0
EMC4	1334	703	805	1076	973	1181	764	1476	929	849	1102
RNF112	12	12	25	22	29	21	6	22	11	22	9
SPECC1	682	1068	2564	1844	690	966	490	745	732	906	307
CPA4	1082	13574	4107	2245	1087	186	254	2392	904	644	98
DOCK4	2053	1485	4803	3891	600	631	1000	2538	938	264	1036
POT1	1626	514	260	703	954	884	1100	2682	1102	420	1776
TAS2R16	0	0	0	0	0	0	0	0	0	0	0
ATP6V1F	3833	2991	6408	4054	2929	3936	2695	5050	3779	6236	3123
LSM8	5029	3494	1140	2304	3153	3367	4204	7204	4349	2872	4122
CDHR3	8160	2036	180	10868	18022	14143	14937	38143	22415	29481	16406
PRKRIP1	1241	829	747	1143	1061	1768	1053	2219	1579	1419	1080
VGF	6	32	50	30	2	0	1	12	1	8	6
PODXL	4030	2890	799	2397	2964	4966	3982	6910	6260	2495	4410
FOXP2	2690	724	69	1164	1829	1064	2506	4077	1895	1160	3133
STRIP2	247	938	194	433	59	78	66	219	59	18	20
IFT22	3171	793	272	2035	5410	5298	3792	6746	8120	15557	4600
MKLN1	1882	1735	2069	1443	1198	838	840	1618	1126	939	975
DNAJB9	5416	4352	1692	5780	1620	1412	1632	2866	1534	2260	1792
FLNC	272	614	1532	441	80	324	76	319	96	170	48
LRRC4	1099	1025	1068	1385	909	935	718	1478	1713	3071	714
CALU	5556	4557	2445	4726	3306	3119	3233	4726	2771	3044	3066
CCDC136	202	92	32	76	64	212	430	712	307	180	340
SMO	116	52	43	91	122	77	74	83	94	16	91
IRF5	649	525	684	1022	712	651	311	1081	1623	594	616
LRRC17	1398	95	6	271	284	127	234	173	361	92	394
KLHDC10	3543	1980	876	1896	2864	2134	2827	5601	4490	2213	3332
NDUFA5	8811	5205	930	4027	5813	5435	9312	14542	7804	5598	8072
FEZF1	391	451	28	285	148	806	561	1009	168	129	474
OPN1SW	0	2	0	0	0	0	0	2	0	2	2
MRPS12	972	1075	458	857	792	1437	658	1116	1072	2115	1043
MYO1B	4921	4162	1409	3504	2384	4038	3379	7903	5068	2065	4441
HOXD1	4	0	2	0	0	0	0	0	0	0	0
HOXD3	0	0	0	0	0	0	0	0	0	0	0
MTX2	3485	1797	710	2111	2623	2064	3112	5511	2957	1770	2795
PDE11A	46	67	14	18	106	6	16	98	16	6	50
CHN1	56	54	4	52	43	30	24	68	34	52	10
GAD1	182	156	28	62	442	87	96	390	56	158	228
EIF2S2P4	18	40	38	14	22	18	40	51	30	24	24
OSGEPL1	668	178	56	203	414	225	414	759	459	192	391
ORMDL1	6582	3043	847	2815	4699	4992	5482	12045	5503	2374	6497
HAT1	4820	2920	1545	3205	2747	1787	3341	6095	3263	1685	3758
HOXD9	0	4	2	0	0	0	0	4	0	0	0
HOXD10	0	2	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	0	0	0	0	0	0	0	0	0
HERC2	1503	953	672	1089	1173	1337	992	1969	1184	921	1063
SNRPN	230	110	47	133	259	185	195	247	332	726	222
PSMG2	3558	2573	800	1713	2432	3357	2690	4709	3569	2929	2830
TWSG1	2539	1035	261	1389	1580	552	1199	3266	960	511	1402
ARHGAP22	103	83	169	141	129	116	14	46	83	16	76
WDFY4	352	145	568	950	72	137	46	73	118	57	35
EIF2AK4	1500	671	421	966	999	780	1169	2087	968	909	1329
MYO5C	5949	3695	946	2707	3921	4560	4854	9946	4716	4266	4032
CGNL1	466	274	760	852	594	371	425	523	379	152	542
TMOD2	550	146	116	304	324	94	250	580	316	124	250
TTBK2	1253	351	105	593	1279	949	1041	2009	1153	565	1593
ELL3	8	3	2	28	1	5	2	3	2	9	10
CCDC32	486	231	294	311	387	257	280	356	250	236	354
INO80	1337	1121	903	1303	825	1118	655	1479	970	842	1153
ICE2	2822	1070	341	1013	1981	1329	1809	3428	2297	1049	2534
DLL4	20	50	103	38	22	17	4	18	6	2	12
ALDH1A2	212	106	354	248	101	53	22	43	59	50	26
MINDY2	2748	1535	359	1343	1655	694	1619	3002	1256	758	1697
IVD	1913	812	278	1225	2311	2490	1789	3346	2432	2669	2160
KNSTRN	510	676	202	506	441	460	429	854	662	334	482
DUT	5112	2174	607	2089	3365	1757	2249	4620	3362	2817	2768
CHAC1	360	1066	1807	2967	482	171	62	268	212	490	182
CLN6	211	135	248	346	184	304	147	265	113	128	206
ARPP19	6327	7035	2434	4673	4374	3746	4352	7879	5084	3641	4789
VPS13C	6833	3225	637	3274	4051	2628	5022	9285	4746	1469	4878
CALML4	6	0	2	2	2	1	2	3	0	14	3
ISLR	362	24	6	132	320	86	58	262	262	22	512
THAP10	408	160	32	170	334	146	407	694	422	300	370
LOXL1	1263	784	437	562	1270	2415	508	1154	568	502	819
ACKR4	228	164	18	58	194	84	130	227	422	82	409
ANAPC13	5629	2643	1519	2885	3611	4764	4959	7191	4606	4844	5110
MBD4	2220	1819	1337	1409	1495	1998	1652	3638	2122	1419	1670
COPB1	12131	8535	3639	7280	6425	5893	7486	13577	7066	3717	9869
PSMA1	3809	3218	539	1695	1963	2374	2632	4903	3682	2606	2343
SUMF2	1916	722	586	2137	2228	1464	954	2175	2278	2515	1769
PALLD	7665	7070	1393	3678	4888	7099	9181	14799	7565	4254	8614
SPCS3	5275	3790	2190	5449	3357	2204	2073	3487	2541	2371	2323
BBOX1	356	144	20	81	127	273	279	477	373	172	282
MYOD1	0	2	0	0	0	0	0	0	0	0	0
SERGEF	524	329	133	335	676	718	502	577	687	748	664
KCNC1	6	12	0	4	7	4	1	5	0	0	0
TPH1	88	29	10	54	68	74	60	215	85	4	114
CSRP3	14	2	0	11	10	75	18	78	41	16	27
E2F8	459	268	100	168	278	443	207	729	530	241	288
DCTD	1725	1208	1008	1468	1301	2171	991	1748	1145	2030	1398
SOX15	508	1125	890	882	532	794	198	404	319	505	299
PIMREG	38	66	24	60	28	74	10	22	38	12	14
RPAIN	1114	625	358	602	794	1088	1032	1790	1015	889	1194
USP6	290	36	0	73	193	35	147	862	205	64	298
SHBG	35	17	0	12	18	88	42	38	45	54	37
PLD2	1162	958	1308	1873	917	1508	467	900	1028	812	895
AIPL1	0	4	4	0	2	0	0	0	0	2	2
CD68	1	0	8	8	0	8	0	0	2	0	0
TXNDC17	5051	5528	1654	3523	3749	3243	2849	4345	3988	4385	3404
ATP1B2	16	44	18	26	12	0	6	0	4	2	0
FXR2	1135	1008	1132	1081	1071	1156	580	1159	957	1637	560
KIF1C	2268	2370	4548	3550	2105	4140	1421	2341	2356	2633	1645
MPDU1	5290	3739	2304	4262	4930	5307	3778	6627	5856	5213	4218
PHF20L1	6830	3894	4186	9044	2847	2793	3293	5484	2491	1292	3435
DNAAF11	3747	864	333	2918	5561	4225	3467	7870	7381	6124	3768
CCNT1	3988	2255	1368	2217	2048	1733	2190	3831	2306	934	2909
PUS7L	2004	986	246	738	901	948	1414	2605	934	392	1649
KRI1	633	415	322	502	716	364	265	645	583	801	429
ILF3	7470	5519	3484	6717	5382	6860	4547	10177	6200	5435	5760
SLC44A2	7172	5987	8346	8650	5205	7709	3025	6516	4930	3840	3161
AP1M2	1827	1011	1165	2301	1955	2927	1570	2316	3007	6323	1680
CDKN2D	1457	812	4253	3378	823	1386	390	814	426	1380	324
MTUS1	4188	3236	2949	2415	2774	3281	2568	4444	2496	940	4334
KLK14	8	17	53	3	19	15	4	10	0	9	2
SIGLEC9	285	244	1169	1538	37	61	10	23	32	48	2
KLK10	833	1883	3300	2338	867	441	93	179	198	312	433
KLK8	164	508	179	205	142	3	0	0	10	0	8
NGDN	1830	1324	769	969	1483	1782	1425	2396	2119	1392	2552
RIPK3	657	434	225	612	293	402	300	561	562	354	409
ADCY4	177	159	320	333	61	406	53	178	138	46	92
RAB2B	1846	1142	235	957	1520	1615	1252	2651	1899	812	1719
BCL2L2	1775	1141	976	1492	1797	2772	1590	2419	1977	1713	1487
AJUBA	662	739	280	345	943	299	179	361	488	294	883
DTD2	77	55	19	62	51	53	39	66	22	18	59
PARP2	1130	520	296	593	952	1847	1335	2239	1229	933	1810
HEATR5A	2433	1174	278	1464	1532	976	1558	3892	1540	1157	1038
FOXA1	10132	5448	1908	4943	6998	9375	9475	14607	7555	4546	7907
SNX6	3029	2024	1618	2633	1776	1454	1532	3527	1876	1320	2580
EAPP	3136	2143	1363	1635	2080	2989	2618	4108	3051	2530	3275
EGLN3	1012	2060	1393	2696	2771	939	1662	2207	1762	1465	1106
MIS18BP1	1294	1081	474	752	724	635	899	2078	682	224	1120
NRL	54	20	70	62	34	117	77	134	172	166	109
RNASE1	1573	1418	2728	516	1049	680	637	1148	1078	3552	82
NEDD8	2848	2128	972	1914	2529	4030	1975	2710	3364	5617	2374
DAD1	8695	4672	3033	5639	6952	6815	5568	8071	9201	9218	7533
TEP1	3183	1826	796	2227	2022	2080	1650	3193	2255	1040	2080
EPB41L4A	344	212	95	228	413	312	299	558	466	391	214
CDO1	2	57	0	0	2	16	0	2	6	0	7
REEP5	12595	8290	3006	6397	9505	8341	8530	17111	11780	6490	10628
