Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-2.5,2.1,3.2,30337,644,380,17,4.5,1.1,924|1788|3187|4298|5133|5293|5578|5771|6886|7022|8140|9314|9536|26053|63976|374569|406984,CD7|DNMT3A|HNRNPH1|MLLT1|PDCD1|PIK3CD|PRKCA|PTPN2|TAL1|TFAP2C|SLC7A5|KLF4|PTGES|AUTS2|PRDM16|ASPG|MIR200B,-0.55,MyList
DisGeNET,35,C0339573,"Glaucoma, Primary Open Angle",,-2.5,2.5,3.3,30337,382,380,12,3.2,0.9,1003|1523|3315|3559|4053|4155|7078|9963|11332|51343|84627|170691,CDH5|CUX1|HSPB1|IL2RA|LTBP2|MBP|TIMP3|SLC23A1|ACOT7|FZR1|ZNF469|ADAMTS17,-0.55,MyList
DisGeNET,35,C1527349,Ductal Breast Carcinoma,,-2.5,3.3,3.6,30337,196,380,8,2.1,0.74,864|1434|2956|5590|6382|7078|146664|170691,RUNX3|CSE1L|MSH6|PRKCZ|SDC1|TIMP3|MGAT5B|ADAMTS17,-0.55,MyList
DisGeNET,35,C0153349,Malignant neoplasm of tongue,,-2.5,3.6,3.7,30337,155,380,7,1.8,0.69,864|2314|3315|5293|7465|57153|406984,RUNX3|FLII|HSPB1|PIK3CD|WEE1|SLC44A2|MIR200B,-0.54,MyList
COVID,200,COVID063,Phosphoproteome_Bouhaddou_Vero_E6_4h_Down,,-2.5,3.2,3.6,30337,197,380,8,2.1,0.74,5395|9612|23187|23327|23499|26053|79026|83879,PMS2|NCOR2|PHLDB1|NEDD4L|MACF1|AUTS2|AHNAK|CDCA7,-0.54,MyList
DisGeNET,35,C1842364,Central hypotonia,,-2.5,6.4,4.3,30337,50,380,4,1.1,0.52,1305|4330|9922|84628,COL13A1|MN1|IQSEC1|NTNG2,-0.54,MyList
DisGeNET,35,C0040034,Thrombocytopenia,,-2.4,2.2,3.2,30337,592,380,16,4.2,1,240|1312|1999|2314|2621|3339|3559|3665|3689|5133|5293|10603|22821|57418|161882|374569,ALOX5|COMT|ELF3|FLII|GAS6|HSPG2|IL2RA|IRF7|ITGB2|PDCD1|PIK3CD|SH2B2|RASA3|WDR18|ZFPM1|ASPG,-0.54,MyList
DisGeNET,35,C0018817,Atrial Septal Defects,,-2.4,2.5,3.3,30337,384,380,12,3.2,0.9,1312|1788|3339|4784|5595|5605|9319|23498|26053|64359|85358|130497,COMT|DNMT3A|HSPG2|NFIX|MAPK3|MAP2K2|TRIP13|HAAO|AUTS2|NXN|SHANK3|OSR1,-0.53,MyList
DisGeNET,35,C0029925,Ovarian Carcinoma,,-2.4,2.2,3.2,30337,539,380,15,3.9,1,240|864|1969|2956|3315|3559|5133|5293|5395|5578|5595|7799|8140|26147|406984,ALOX5|RUNX3|EPHA2|MSH6|HSPB1|IL2RA|PDCD1|PIK3CD|PMS2|PRKCA|MAPK3|PRDM2|SLC7A5|PHF19|MIR200B,-0.53,MyList
DisGeNET,35,C0008479,Chondrosarcoma,,-2.4,2.5,3.3,30337,385,380,12,3.2,0.9,864|2022|2034|3339|4773|5133|5154|5293|5595|7078|7161|10603,RUNX3|ENG|EPAS1|HSPG2|NFATC2|PDCD1|PDGFA|PIK3CD|MAPK3|TIMP3|TP73|SH2B2,-0.53,MyList
DisGeNET,35,C0036220,Kaposi Sarcoma,,-2.4,2.3,3.2,30337,488,380,14,3.7,0.97,864|1269|1969|2034|3625|3665|4035|4773|5133|5154|5293|5725|6382|57007,RUNX3|CNR2|EPHA2|EPAS1|INHBB|IRF7|LRP1|NFATC2|PDCD1|PDGFA|PIK3CD|PTBP1|SDC1|ACKR3,-0.52,MyList
DisGeNET,35,C0239234,Low set ears,,-2.4,2.3,3.2,30337,489,380,14,3.7,0.97,1305|1312|1855|3339|4774|4784|5048|9469|10801|26053|56262|64359|65250|83879,COL13A1|COMT|DVL1|HSPG2|NFIA|NFIX|PAFAH1B1|CHST3|SEPTIN9|AUTS2|LRRC8A|NXN|CPLANE1|CDCA7,-0.52,MyList
DisGeNET,35,C0271650,Impaired glucose tolerance,,-2.4,2.1,3.2,30337,596,380,16,4.2,1,1312|1788|2034|2395|2621|5293|5578|5590|5595|5799|7071|11332|54897|79661|284207|376497,COMT|DNMT3A|EPAS1|FXN|GAS6|PIK3CD|PRKCA|PRKCZ|MAPK3|PTPRN2|KLF10|ACOT7|CASZ1|NEIL1|METRNL|SLC27A1,-0.51,MyList
Cell Type Signatures,7,M41666,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 1 CELL,,-2.4,3.5,3.6,30337,158,380,7,1.8,0.69,1003|5581|7078|10044|10458|23187|79652,CDH5|PRKCE|TIMP3|SH2D3C|BAIAP2|PHLDB1|TMEM204,-0.5,MyList
DisGeNET,35,C3714514,Infection,,-2.4,2.3,3.2,30337,491,380,14,3.7,0.97,240|864|1487|2022|3315|3559|3665|3689|5133|5578|5581|5595|5725|7161,ALOX5|RUNX3|CTBP1|ENG|HSPB1|IL2RA|IRF7|ITGB2|PDCD1|PRKCA|PRKCE|MAPK3|PTBP1|TP73,-0.5,MyList
DisGeNET,35,C0018777,Conductive hearing loss,,-2.4,2.7,3.4,30337,291,380,10,2.6,0.82,1312|2314|3339|4784|8642|10804|63976|65250|83879|84627,COMT|FLII|HSPG2|NFIX|DCHS1|GJB6|PRDM16|CPLANE1|CDCA7|ZNF469,-0.5,MyList
Cell Type Signatures,7,M39271,HU FETAL RETINA RPE,,-2.4,2.7,3.4,30337,292,380,10,2.6,0.82,1298|3315|7078|8140|8553|9516|9612|23654|63976|119587,COL9A2|HSPB1|TIMP3|SLC7A5|BHLHE40|LITAF|NCOR2|PLXNB2|PRDM16|CPXM2,-0.49,MyList
Transcription Factor Targets,16,M30272,ZNF197 TARGET GENES,,-2.4,2.1,3.1,30337,655,380,17,4.5,1.1,115|4784|5578|5725|5799|6886|22883|51252|55229|55620|64375|79890|80305|84256|114781|147687|254102,ADCY9|NFIX|PRKCA|PTBP1|PTPRN2|TAL1|CLSTN1|FAM178B|PANK4|STAP2|IKZF4|RIN3|TRABD|FLYWCH1|BTBD9|ZNF417|EHBP1L1,-0.49,MyList
DisGeNET,35,C0564567,Impulsive character (finding),,-2.4,6.1,4.2,30337,52,380,4,1.1,0.52,1312|6886|54453|130497,COMT|TAL1|RIN2|OSR1,-0.49,MyList
Transcription Factor Targets,16,M13012,TGCTGAY UNKNOWN,,-2.4,2.2,3.2,30337,547,380,15,3.9,1,105|639|1788|3200|5209|6586|7171|9922|11078|65244|79990|84628|116988|130497|339983,ADARB2|PRDM1|DNMT3A|HOXA3|PFKFB3|SLIT3|TPM4|IQSEC1|TRIOBP|SPATS2|PLEKHH3|NTNG2|AGAP3|OSR1|NAT8L,-0.49,MyList
DisGeNET,35,C0423110,Downward slant of palpebral fissure,,-2.4,2.5,3.3,30337,391,380,12,3.2,0.9,1312|1759|1855|4784|5048|5605|6595|9319|9469|26053|54453|64359,COMT|DNM1|DVL1|NFIX|PAFAH1B1|MAP2K2|SMARCA2|TRIP13|CHST3|AUTS2|RIN2|NXN,-0.49,MyList
DisGeNET,35,C1857108,Limitation of joint mobility,,-2.4,4.8,3.9,30337,84,380,5,1.3,0.58,1298|3559|4053|5771|26960,COL9A2|IL2RA|LTBP2|PTPN2|NBEA,-0.49,MyList
Transcription Factor Targets,16,M19265,SREBP1 Q6,,-2.4,2.9,3.4,30337,247,380,9,2.4,0.78,3200|3339|4784|6586|11187|22859|23499|26960|54897,HOXA3|HSPG2|NFIX|SLIT3|PKP3|ADGRL1|MACF1|NBEA|CASZ1,-0.48,MyList
Transcription Factor Targets,16,M8603,GR 01,,-2.4,3.1,3.5,30337,203,380,8,2.1,0.74,639|4155|5998|6382|8553|23136|23369|54897,PRDM1|MBP|RGS3|SDC1|BHLHE40|EPB41L3|PUM2|CASZ1,-0.48,MyList
DisGeNET,35,C0020445,"Hypercholesterolemia, Familial",,-2.4,3.1,3.5,30337,203,380,8,2.1,0.74,240|1298|1523|1952|3339|3689|4035|26119,ALOX5|COL9A2|CUX1|CELSR2|HSPG2|ITGB2|LRP1|LDLRAP1,-0.48,MyList
DisGeNET,35,C0278721,Adult Lymphoblastic Lymphoma,,-2.4,4.7,3.8,30337,85,380,5,1.3,0.58,4773|6573|6886|8140|374569,NFATC2|SLC19A1|TAL1|SLC7A5|ASPG,-0.47,MyList
DisGeNET,35,C0279525,Childhood Lymphoblastic Lymphoma,,-2.4,4.7,3.8,30337,85,380,5,1.3,0.58,4773|6573|6886|8140|374569,NFATC2|SLC19A1|TAL1|SLC7A5|ASPG,-0.47,MyList
DisGeNET,35,C0038379,Strabismus,,-2.4,2,3.1,30337,716,380,18,4.7,1.1,1312|1487|1855|2314|2779|3339|4784|5605|10804|10815|23327|23499|26053|63976|64359|65250|83879|85358,COMT|CTBP1|DVL1|FLII|GNAT1|HSPG2|NFIX|MAP2K2|GJB6|CPLX1|NEDD4L|MACF1|AUTS2|PRDM16|NXN|CPLANE1|CDCA7|SHANK3,-0.47,MyList
DisGeNET,35,C0333983,Hyperplastic Polyp,,-2.4,3.1,3.4,30337,204,380,8,2.1,0.74,864|2052|2956|3090|5133|5293|9314|10801,RUNX3|EPHX1|MSH6|HIC1|PDCD1|PIK3CD|KLF4|SEPTIN9,-0.47,MyList
DisGeNET,35,C4725091,metastatic intraocular melanoma,,-2.4,6,4.1,30337,53,380,4,1.1,0.52,5133|5293|5578|7465,PDCD1|PIK3CD|PRKCA|WEE1,-0.47,MyList
DisGeNET,35,C0017168,Gastroesophageal reflux disease,,-2.4,2.3,3.2,30337,446,380,13,3.4,0.93,1305|1312|1487|1759|2314|3315|5605|6886|10815|23327|63976|85358|170691,COL13A1|COMT|CTBP1|DNM1|FLII|HSPB1|MAP2K2|TAL1|CPLX1|NEDD4L|PRDM16|SHANK3|ADAMTS17,-0.46,MyList
DisGeNET,35,C0024138,"Lupus Erythematosus, Discoid",,-2.4,2.2,3.1,30337,552,380,15,3.9,1,639|1788|2314|2672|3339|3559|3665|3689|5133|5578|6452|7078|9825|10603|83648,PRDM1|DNMT3A|FLII|GFI1|HSPG2|IL2RA|IRF7|ITGB2|PDCD1|PRKCA|SH3BP2|TIMP3|SPATA2|SH2B2|FAM167A,-0.46,MyList
Transcription Factor Targets,16,M6628,GTGGGTGK UNKNOWN,,-2.3,2.7,3.3,30337,297,380,10,2.6,0.82,3200|4035|5048|5581|6586|8553|23136|29933|161502|161882,HOXA3|LRP1|PAFAH1B1|PRKCE|SLIT3|BHLHE40|EPB41L3|GPR132|CFAP161|ZFPM1,-0.46,MyList
Transcription Factor Targets,16,M30012,HOXB7 TARGET GENES,,-2.3,8.9,4.6,30337,27,380,3,0.79,0.45,10044|51422|54090,SH2D3C|PRKAG2|LINC00111,-0.46,MyList
DisGeNET,35,C0029121,Oppositional Defiant Disorder,,-2.3,8.9,4.6,30337,27,380,3,0.79,0.45,1312|6886|130497,COMT|TAL1|OSR1,-0.46,MyList
DisGeNET,35,C1855728,Low posterior hairline,,-2.3,4.6,3.8,30337,86,380,5,1.3,0.58,1487|4784|5605|9469|10815,CTBP1|NFIX|MAP2K2|CHST3|CPLX1,-0.46,MyList
Cell Type Signatures,7,M39247,LAKE ADULT KIDNEY C28 INTERSTITIUM,,-2.3,4.6,3.8,30337,86,380,5,1.3,0.58,4774|5578|6586|7078|26053,NFIA|PRKCA|SLIT3|TIMP3|AUTS2,-0.46,MyList
DisGeNET,35,C0740457,Malignant neoplasm of kidney,,-2.3,2,3.1,30337,664,380,17,4.5,1.1,240|864|1312|2034|2621|3559|3689|5133|5293|5578|5595|5909|7078|7161|9314|9825|57007,ALOX5|RUNX3|COMT|EPAS1|GAS6|IL2RA|ITGB2|PDCD1|PIK3CD|PRKCA|MAPK3|RAP1GAP|TIMP3|TP73|KLF4|SPATA2|ACKR3,-0.45,MyList
DisGeNET,35,C0028860,Oculocerebrorenal Syndrome,,-2.3,5.9,4.1,30337,54,380,4,1.1,0.52,3632|5048|5725|150368,INPP5A|PAFAH1B1|PTBP1|PHETA2,-0.45,MyList
DisGeNET,35,C0751291,Desmoplastic Medulloblastoma,,-2.3,5.9,4.1,30337,54,380,4,1.1,0.52,2956|3090|8019|23030,MSH6|HIC1|BRD3|KDM4B,-0.45,MyList
DisGeNET,35,C4551915,"Gait Disturbance, CTCAE",,-2.3,2.7,3.3,30337,299,380,10,2.6,0.82,1298|2314|2956|3339|5395|9394|63976|65250|65998|84627,COL9A2|FLII|MSH6|HSPG2|PMS2|HS6ST1|PRDM16|CPLANE1|ZFTA|ZNF469,-0.45,MyList
DisGeNET,35,C0020295,Hydronephrosis,,-2.3,2.9,3.3,30337,252,380,9,2.4,0.78,1855|4774|5605|9536|23174|63976|64359|85358|130497,DVL1|NFIA|MAP2K2|PTGES|ZCCHC14|PRDM16|NXN|SHANK3|OSR1,-0.45,MyList
Transcription Factor Targets,16,M16396,AP2GAMMA 01,,-2.3,2.9,3.3,30337,252,380,9,2.4,0.78,1059|3090|3200|5605|7071|25862|26468|55182|63976,CENPB|HIC1|HOXA3|MAP2K2|KLF10|USP49|LHX6|RNF220|PRDM16,-0.45,MyList
Cell Type Signatures,7,M41676,TRAVAGLINI LUNG ALVEOLAR FIBROBLAST CELL,,-2.3,3.4,3.5,30337,164,380,7,1.8,0.69,1305|3801|5998|7078|9516|9902|23499,COL13A1|KIFC3|RGS3|TIMP3|LITAF|MRC2|MACF1,-0.45,MyList
DisGeNET,35,C0018671,Head and Neck Neoplasms,,-2.3,3.9,3.6,30337,124,380,6,1.6,0.64,2034|2049|3559|5595|8519|10804,EPAS1|EPHB3|IL2RA|MAPK3|IFITM1|GJB6,-0.44,MyList
Cell Type Signatures,7,M41708,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,379|832|2022|2052|4774|4782|6595|7071|7171|9314,ARL4D|CAPZB|ENG|EPHX1|NFIA|NFIC|SMARCA2|KLF10|TPM4|KLF4,-0.44,MyList
COVID,200,COVID049,RNA_Wyler_Calu-3_24h_Down,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,1759|1953|2052|4035|6382|10160|26960|56937|79026|113146,DNM1|MEGF6|EPHX1|LRP1|SDC1|FARP1|NBEA|PMEPA1|AHNAK|AHNAK2,-0.44,MyList
COVID,200,COVID016,RNA_Blanco-Melo_Calu-3_Up,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,639|3665|7071|8140|8519|8553|9314|9830|84875|153090,PRDM1|IRF7|KLF10|SLC7A5|IFITM1|BHLHE40|KLF4|TRIM14|PARP10|DAB2IP,-0.44,MyList
COVID,200,COVID034,RNA_Liao_BALF-severe-vs-mild_Up,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,639|3142|3632|5154|7071|7171|23187|56262|65249|84069,PRDM1|HLX|INPP5A|PDGFA|KLF10|TPM4|PHLDB1|LRRC8A|ZSWIM4|PLEKHN1,-0.44,MyList
Transcription Factor Targets,16,M19147,HMGIY Q6,,-2.3,2.8,3.3,30337,253,380,9,2.4,0.78,3216|3339|4784|5048|7022|9902|23327|54453|55182,HOXB6|HSPG2|NFIX|PAFAH1B1|TFAP2C|MRC2|NEDD4L|RIN2|RNF220,-0.44,MyList
DisGeNET,35,C0021053,Immune System Diseases,,-2.3,2.3,3.1,30337,451,380,13,3.4,0.93,240|1269|2314|3559|3689|5133|5293|5771|6382|9314|9825|26147|54897,ALOX5|CNR2|FLII|IL2RA|ITGB2|PDCD1|PIK3CD|PTPN2|SDC1|KLF4|SPATA2|PHF19|CASZ1,-0.44,MyList
DisGeNET,35,C0010417,Cryptorchidism,,-2.3,2,3,30337,725,380,18,4.7,1.1,1312|1487|1788|1855|3339|3955|5605|6595|9394|10804|10815|23327|26053|54453|57007|63976|64359|83879,COMT|CTBP1|DNMT3A|DVL1|HSPG2|LFNG|MAP2K2|SMARCA2|HS6ST1|GJB6|CPLX1|NEDD4L|AUTS2|RIN2|ACKR3|PRDM16|NXN|CDCA7,-0.44,MyList
Transcription Factor Targets,16,M1607,NERF Q2,,-2.3,2.8,3.3,30337,254,380,9,2.4,0.78,3090|4774|5595|5998|29933|50619|161882|256364|339983,HIC1|NFIA|MAPK3|RGS3|GPR132|DEF6|ZFPM1|EML3|NAT8L,-0.44,MyList
DisGeNET,35,C4284413,Severe Fever with Thrombocytopenia Syndrome,,-2.3,5.8,4,30337,55,380,4,1.1,0.52,3559|3665|5133|51477,IL2RA|IRF7|PDCD1|ISYNA1,-0.44,MyList
DisGeNET,35,C0869220,"Adverse effects, not elsewhere classified",,-2.3,5.8,4,30337,55,380,4,1.1,0.52,105|864|1305|5048,ADARB2|RUNX3|COL13A1|PAFAH1B1,-0.44,MyList
DisGeNET,35,C0079748,Precursor cell lymphoblastic lymphoma,,-2.3,4.5,3.7,30337,88,380,5,1.3,0.58,4773|6573|6886|8140|374569,NFATC2|SLC19A1|TAL1|SLC7A5|ASPG,-0.43,MyList
Transcription Factor Targets,16,M30111,PAX8 TARGET GENES,,-2.3,4.5,3.7,30337,88,380,5,1.3,0.58,1953|3689|6533|79652|221472,MEGF6|ITGB2|SLC6A6|TMEM204|FGD2,-0.43,MyList
Transcription Factor Targets,16,M2610,RREB1 01,,-2.3,3.1,3.4,30337,209,380,8,2.1,0.74,3200|4035|5581|7078|23526|26053|54897|55182,HOXA3|LRP1|PRKCE|TIMP3|ARHGAP45|AUTS2|CASZ1|RNF220,-0.43,MyList
DisGeNET,35,C4288754,Metastatic urothelial carcinoma,,-2.3,8.6,4.5,30337,28,380,3,0.79,0.45,3315|5133|57418,HSPB1|PDCD1|WDR18,-0.43,MyList
Transcription Factor Targets,16,M5708,OCT1 05,,-2.3,2.8,3.3,30337,255,380,9,2.4,0.78,3200|3202|5771|5998|6586|22859|26468|55229|83879,HOXA3|HOXA5|PTPN2|RGS3|SLIT3|ADGRL1|LHX6|PANK4|CDCA7,-0.43,MyList
Transcription Factor Targets,16,M11469,AP2 Q3,,-2.3,2.8,3.3,30337,255,380,9,2.4,0.78,2107|3090|3985|7022|7071|26468|55182|63976|256364,ETF1|HIC1|LIMK2|TFAP2C|KLF10|LHX6|RNF220|PRDM16|EML3,-0.43,MyList
Transcription Factor Targets,16,M19017,P53 02,,-2.3,2.8,3.3,30337,255,380,9,2.4,0.78,575|3090|3625|5493|9902|11187|57585|79026|153090,ADGRB1|HIC1|INHBB|PPL|MRC2|PKP3|CRAMP1|AHNAK|DAB2IP,-0.43,MyList
DisGeNET,35,C0007114,Malignant neoplasm of skin,,-2.3,2.2,3.1,30337,507,380,14,3.7,0.97,864|2052|3559|3632|5133|5293|5395|5578|5771|6382|6595|9314|57007|147138,RUNX3|EPHX1|IL2RA|INPP5A|PDCD1|PIK3CD|PMS2|PRKCA|PTPN2|SDC1|SMARCA2|KLF4|ACKR3|TMC8,-0.43,MyList
DisGeNET,35,C0020541,Portal Hypertension,,-2.3,3.3,3.4,30337,167,380,7,1.8,0.69,240|2022|10603|51477|64506|84627|342977,ALOX5|ENG|SH2B2|ISYNA1|CPEB1|ZNF469|NANOS3,-0.42,MyList
DisGeNET,35,C0272138,Erythroblastosis,,-2.3,4.5,3.7,30337,89,380,5,1.3,0.58,1999|3559|5133|5595|5605,ELF3|IL2RA|PDCD1|MAPK3|MAP2K2,-0.42,MyList
DisGeNET,35,C0595989,Carcinoma of larynx,,-2.3,2.3,3.1,30337,456,380,13,3.4,0.93,864|1523|2022|2034|2052|2956|3559|5293|5595|7078|7465|8140|57007,RUNX3|CUX1|ENG|EPAS1|EPHX1|MSH6|IL2RA|PIK3CD|MAPK3|TIMP3|WEE1|SLC7A5|ACKR3,-0.42,MyList
DisGeNET,35,C1136033,Cutaneous Mastocytosis,,-2.3,3.8,3.5,30337,127,380,6,1.6,0.64,1523|3559|3689|5133|9825|83648,CUX1|IL2RA|ITGB2|PDCD1|SPATA2|FAM167A,-0.42,MyList
TRRUST,34,TRR01259,Regulated by: SP3,,-2.3,3.8,3.5,30337,127,380,6,1.6,0.64,1572|1788|2107|2956|54345|342977,CYP2F1|DNMT3A|ETF1|MSH6|SOX18|NANOS3,-0.42,MyList
DisGeNET,35,C2674608,Feeding difficulties in infancy,,-2.3,2.6,3.2,30337,305,380,10,2.6,0.82,435|1312|2314|3339|4784|5605|6452|26053|63976|65250,ASL|COMT|FLII|HSPG2|NFIX|MAP2K2|SH3BP2|AUTS2|PRDM16|CPLANE1,-0.42,MyList
DisGeNET,35,C0022821,Kyphosis deformity of spine,,-2.3,2.6,3.2,30337,305,380,10,2.6,0.82,1487|1969|3339|3955|8291|10815|26053|63976|64359|79058,CTBP1|EPHA2|HSPG2|LFNG|DYSF|CPLX1|AUTS2|PRDM16|NXN|ASPSCR1,-0.42,MyList
DisGeNET,35,C0004936,Mental disorders,,-2.3,1.9,3,30337,789,380,19,5,1.1,886|1269|1312|3339|4035|4155|5578|6886|9612|10458|11332|23327|51477|54453|57007|79778|85358|130497|494470,CCKAR|CNR2|COMT|HSPG2|LRP1|MBP|PRKCA|TAL1|NCOR2|BAIAP2|ACOT7|NEDD4L|ISYNA1|RIN2|ACKR3|MICALL2|SHANK3|OSR1|ARK2C,-0.41,MyList
DisGeNET,35,C0035412,Rhabdomyosarcoma,,-2.3,2.1,3,30337,565,380,15,3.9,1,2022|2956|3090|3187|3216|5293|5395|5595|5725|6196|7161|7465|9319|57007|90427,ENG|MSH6|HIC1|HNRNPH1|HOXB6|PIK3CD|PMS2|MAPK3|PTBP1|RPS6KA2|TP73|WEE1|TRIP13|ACKR3|BMF,-0.41,MyList
DisGeNET,35,C0008073,Developmental Disabilities,,-2.3,2.5,3.1,30337,355,380,11,2.9,0.86,1788|3090|5293|5361|5595|5605|10804|55684|57007|85358|119587,DNMT3A|HIC1|PIK3CD|PLXNA1|MAPK3|MAP2K2|GJB6|RABL6|ACKR3|SHANK3|CPXM2,-0.41,MyList
Transcription Factor Targets,16,M6490,IPF1 Q4,,-2.3,2.8,3.2,30337,258,380,9,2.4,0.78,639|1523|4784|6595|10458|23051|56937|256364|285498,PRDM1|CUX1|NFIX|SMARCA2|BAIAP2|ZHX3|PMEPA1|EML3|RNF212,-0.41,MyList
DisGeNET,35,C1275126,TNF receptor-associated periodic fever syndrome (TRAPS),,-2.3,4.4,3.7,30337,90,380,5,1.3,0.58,1523|3665|5293|5578|164045,CUX1|IRF7|PIK3CD|PRKCA|HFM1,-0.41,MyList
Cell Type Signatures,7,M40189,DESCARTES FETAL EYE VASCULAR ENDOTHELIAL CELLS,,-2.3,4.4,3.7,30337,90,380,5,1.3,0.58,1003|2022|2034|54345|85358,CDH5|ENG|EPAS1|SOX18|SHANK3,-0.41,MyList
DisGeNET,35,C0302314,Xanthoma,,-2.3,8.3,4.4,30337,29,380,3,0.79,0.45,240|2817|26119,ALOX5|GPC1|LDLRAP1,-0.41,MyList
DisGeNET,35,C0744869,Metastatic hepatocellular carcinoma,,-2.3,8.3,4.4,30337,29,380,3,0.79,0.45,3315|6382|84875,HSPB1|SDC1|PARP10,-0.41,MyList
DisGeNET,35,C0236969,Substance-Related Disorders,,-2.3,3.7,3.5,30337,128,380,6,1.6,0.64,105|3983|5581|7260|10160|130497,ADARB2|ABLIM1|PRKCE|EIPR1|FARP1|OSR1,-0.41,MyList
DisGeNET,35,C0024636,Malocclusion,,-2.3,3.7,3.5,30337,128,380,6,1.6,0.64,1855|3339|3559|5771|8642|85358,DVL1|HSPG2|IL2RA|PTPN2|DCHS1|SHANK3,-0.41,MyList
DisGeNET,35,C1840077,Anteverted nostril,,-2.2,2.4,3.1,30337,407,380,12,3.2,0.9,1855|2314|3090|3955|4774|4784|5048|5605|6595|26053|64359|65250,DVL1|FLII|HIC1|LFNG|NFIA|NFIX|PAFAH1B1|MAP2K2|SMARCA2|AUTS2|NXN|CPLANE1,-0.41,MyList
PaGenBase,36,PGB:00020,Tissue-specific: prostate,,-2.2,3,3.3,30337,213,380,8,2.1,0.74,1534|4773|5023|23327|56928|56937|84069|119391,CYB561|NFATC2|P2RX1|NEDD4L|SPPL2B|PMEPA1|PLEKHN1|GSTO2,-0.41,MyList
DisGeNET,35,C0023269,leiomyosarcoma,,-2.2,3,3.3,30337,213,380,8,2.1,0.74,1677|2621|5293|7161|7434|8519|9314|23180,DFFB|GAS6|PIK3CD|TP73|VIPR2|IFITM1|KLF4|RFTN1,-0.41,MyList
DisGeNET,35,C1332225,Aggressive Non-Hodgkin Lymphoma,,-2.2,5.6,3.9,30337,57,380,4,1.1,0.52,639|5023|5133|201191,PRDM1|P2RX1|PDCD1|SAMD14,-0.41,MyList
Cell Type Signatures,7,M39168,MURARO PANCREAS ALPHA CELL,,-2.2,2.1,3,30337,568,380,15,3.9,1,832|1298|3983|5581|5799|6595|11156|23136|26119|54453|80790|83648|89796|284422|387882,CAPZB|COL9A2|ABLIM1|PRKCE|PTPRN2|SMARCA2|PTP4A3|EPB41L3|LDLRAP1|RIN2|CMIP|FAM167A|NAV1|SMIM24|C12orf75,-0.4,MyList
Transcription Factor Targets,16,M9525,SP1 Q6,,-2.2,2.8,3.2,30337,260,380,9,2.4,0.78,2314|5771|7078|10044|22883|53637|83879|94086|256364,FLII|PTPN2|TIMP3|SH2D3C|CLSTN1|S1PR5|CDCA7|HSPB9|EML3,-0.4,MyList
Cell Type Signatures,7,M40005,BUSSLINGER ESOPHAGEAL DENDRITIC CELLS,,-2.2,3,3.3,30337,214,380,8,2.1,0.74,240|864|2022|3689|4773|9516|10458|254102,ALOX5|RUNX3|ENG|ITGB2|NFATC2|LITAF|BAIAP2|EHBP1L1,-0.4,MyList
DisGeNET,35,C0740447,Diabetic peripheral neuropathy,,-2.2,3.7,3.5,30337,129,380,6,1.6,0.64,3315|3339|4035|5293|5595|55620,HSPB1|HSPG2|LRP1|PIK3CD|MAPK3|STAP2,-0.4,MyList
DisGeNET,35,C2945695,Limb ischemia,,-2.2,3.3,3.3,30337,171,380,7,1.8,0.69,1523|2034|3689|5293|5595|11332|57007,CUX1|EPAS1|ITGB2|PIK3CD|MAPK3|ACOT7|ACKR3,-0.39,MyList
COVID,200,COVID179,Proteome_Stukalov_A549_72h_ORF7B_Up,,-2.2,3.7,3.5,30337,130,380,6,1.6,0.64,1677|1969|1999|3632|113146|376497,DFFB|EPHA2|ELF3|INPP5A|AHNAK2|SLC27A1,-0.39,MyList
Cell Type Signatures,7,M40228,DESCARTES FETAL LIVER MESOTHELIAL CELLS,,-2.2,2.6,3.1,30337,310,380,10,2.6,0.82,379|2621|4062|5493|6586|9228|51090|130497|647024|100874185,ARL4D|GAS6|LY6H|PPL|SLIT3|DLGAP2|PLLP|OSR1|C6orf132|FRMD6-AS2,-0.39,MyList
DisGeNET,35,C1112157,Intrauterine infection,,-2.2,8,4.3,30337,30,380,3,0.79,0.45,240|4035|5133,ALOX5|LRP1|PDCD1,-0.38,MyList
DisGeNET,35,C2678061,"SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT",,-2.2,8,4.3,30337,30,380,3,0.79,0.45,240|1523|7161,ALOX5|CUX1|TP73,-0.38,MyList
DisGeNET,35,C4509816,Squamous non-small cell lung cancer,,-2.2,8,4.3,30337,30,380,3,0.79,0.45,3315|5133|5293,HSPB1|PDCD1|PIK3CD,-0.38,MyList
TRRUST,34,TRR00274,Regulated by: ERG,,-2.2,8,4.3,30337,30,380,3,0.79,0.45,1003|2022|23136,CDH5|ENG|EPB41L3,-0.38,MyList
